scene,arm,accuracy,dt_s,dt_outer_s,n_worlds,t_s,wall_ms,iters,exhausted_frac
hard-clutter,mujoco,,0.01,0.1,1,0.30000000000000004,7.810134906321764,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,0.4,8.670685812830925,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,0.5,8.42927093617618,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,0.6000000000000001,7.108754012733698,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,0.7000000000000001,6.5561889205127954,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,0.8,6.797103211283684,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,0.9,7.344190962612629,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,1.0,7.133342092856765,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,1.1,6.893079029396176,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,1.2000000000000002,7.565324893221259,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,1.3,8.161135017871857,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,1.4000000000000001,6.828080862760544,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,1.5,7.628809893503785,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,1.6,7.253804011270404,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,1.7000000000000002,7.636982947587967,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,1.8,8.216508897021413,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,1.9000000000000001,8.524565026164055,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,2.0,7.815142162144184,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,2.1,7.929826155304909,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,2.2,7.940011098980904,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,2.3000000000000003,8.351783966645598,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,2.4000000000000004,9.065371938049793,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,2.5,8.541169809177518,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,2.6,7.987152086570859,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,2.7,9.417593944817781,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,2.8000000000000003,9.360238211229444,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,2.9000000000000004,8.768402971327305,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,3.0,8.489992935210466,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,3.1,7.731266086921096,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,3.2,8.198902942240238,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,3.3000000000000003,8.341938955709338,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,3.4000000000000004,8.436412084847689,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,3.5,8.409681031480432,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,3.6,8.068996015936136,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,3.7,7.970717968419194,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,3.8000000000000003,8.698848076164722,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,3.9000000000000004,9.063509991392493,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,4.0,8.408930152654648,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,4.1000000000000005,7.950336206704378,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,4.2,7.833450101315975,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,4.3,8.747621905058622,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,4.4,8.325213100761175,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,4.5,9.075428126379848,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,4.6000000000000005,7.653246866539121,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,4.7,8.200144162401557,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,4.800000000000001,8.091639960184693,10,0.0
hard-clutter,mujoco,,0.01,0.1,1,4.9,8.487829007208347,10,0.0
hard-clutter,mujoco,,0.001,0.1,1,0.2,68.5709142126143,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,0.30000000000000004,68.75728513114154,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,0.4,75.51894499920309,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,0.5,75.70130983367562,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,0.6000000000000001,74.89469205029309,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,0.7000000000000001,76.53033290989697,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,0.8,74.32149583473802,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,0.9,74.85818606801331,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,1.0,74.9558040406555,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,1.1,76.59129495732486,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,1.2000000000000002,78.25778494589031,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,1.3,81.3870441634208,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,1.4000000000000001,78.96140799857676,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,1.5,80.83656197413802,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,1.6,77.48173084110022,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,1.7000000000000002,78.06644611991942,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,1.8,77.51664496026933,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,1.9000000000000001,80.86689910851419,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,2.0,75.51265507936478,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,2.1,74.36396996490657,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,2.2,75.20803483203053,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,2.3000000000000003,75.19137999042869,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,2.4000000000000004,72.58930709213018,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,2.5,71.0767509881407,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,2.6,64.28443500772119,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,2.7,64.12032688967884,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,2.8000000000000003,63.555371947586536,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,2.9000000000000004,66.4729718118906,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,3.0,63.18048597313464,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,3.1,65.81757194362581,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,3.2,69.19950316660106,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,3.3000000000000003,69.21424600295722,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,3.4000000000000004,70.68132283166051,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,3.5,70.25288604199886,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,3.6,71.19563012383878,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,3.7,62.61113611981273,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,3.8000000000000003,61.43789202906191,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,3.9000000000000004,60.947380028665066,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,4.0,59.10738999955356,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,4.1000000000000005,60.42174599133432,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,4.2,62.90755281224847,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,4.3,60.0157929584384,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,4.4,59.28520788438618,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,4.5,62.02877499163151,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,4.6000000000000005,62.32131691649556,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,4.7,63.920203130692244,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,4.800000000000001,60.82738912664354,100,0.0
hard-clutter,mujoco,,0.001,0.1,1,4.9,63.71097802184522,100,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,0.2,343.69636909104884,194,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,0.30000000000000004,247.55354109220207,138,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,0.4,218.2069851551205,108,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,0.5,145.7791819702834,67,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,0.6000000000000001,62.20391998067498,30,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,0.7000000000000001,46.34918598458171,24,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,0.8,31.687965150922537,17,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,0.9,40.52221798337996,21,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,1.0,29.787423089146614,16,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,1.1,29.717436991631985,16,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,1.2000000000000002,36.357562988996506,19,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,1.3,39.86888099461794,21,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,1.4000000000000001,70.23910386487842,35,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,1.5,66.72982103191316,32,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,1.6,17.15329708531499,10,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,1.7000000000000002,42.52489493228495,21,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,1.8,38.241510977968574,20,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,1.9000000000000001,27.518102899193764,15,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,2.0,30.059423996135592,16,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,2.1,28.884708881378174,16,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,2.2,23.566590156406164,13,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,2.3000000000000003,40.613315999507904,20,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,2.4000000000000004,13.974803034216166,8,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,2.5,23.49175699055195,12,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,2.6,18.80528382025659,11,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,2.7,22.77430286630988,12,0.0
hard-clutter,mujoco-adaptive,0.001,,0.1,1,2.8000000000000003,20.07184806279838,11,0.0
