boundary,iters,cum_iters,ideal_min,ideal_mean,ideal_max,resid_min,resid_max,rejects,err_max,n_debt,n_subfloor,n_guard
1015,25,13193,1.830049e-06,5.116081e-03,1.154242e-02,0.000000e+00,0.000000e+00,242,3.051758e-05,0,0,0
1016,17,13210,4.175585e-05,5.211361e-03,1.147691e-02,0.000000e+00,0.000000e+00,250,4.489124e-04,0,0,0
1017,15,13225,1.131743e-04,5.052260e-03,1.170629e-02,0.000000e+00,0.000000e+00,260,8.380413e-05,0,0,0
1018,14,13239,5.479902e-05,5.250837e-03,1.153093e-02,0.000000e+00,0.000000e+00,210,2.988577e-04,0,0,0
1019,14,13253,1.218729e-04,5.104659e-03,1.085602e-02,0.000000e+00,0.000000e+00,236,2.789497e-04,0,0,0
1020,16,13269,3.605615e-05,5.416573e-03,1.321951e-02,0.000000e+00,0.000000e+00,217,1.068115e-04,0,0,0
1021,16,13285,9.734649e-05,5.275704e-03,1.060840e-02,0.000000e+00,0.000000e+00,229,2.915859e-04,0,0,0
1022,10,13295,2.009394e-04,5.213971e-03,1.086755e-02,0.000000e+00,0.000000e+00,223,2.292488e-04,0,0,0
1023,16,13311,2.049292e-04,5.189666e-03,1.167785e-02,0.000000e+00,0.000000e+00,225,2.545901e-04,0,0,0
1024,15,13326,3.698783e-05,4.712218e-03,1.127482e-02,0.000000e+00,0.000000e+00,240,9.522960e-05,0,0,0
1025,13,13339,4.569025e-05,4.846232e-03,1.019013e-02,0.000000e+00,0.000000e+00,229,4.634261e-05,0,0,0
1026,13,13352,1.439105e-04,5.068800e-03,1.233098e-02,0.000000e+00,0.000000e+00,208,6.733425e-04,0,0,0
1027,12,13364,4.109646e-05,4.906519e-03,1.197900e-02,0.000000e+00,0.000000e+00,235,3.137589e-04,0,0,0
1028,11,13375,1.500407e-04,5.111020e-03,1.629174e-02,0.000000e+00,0.000000e+00,215,6.103516e-05,0,0,0
1029,12,13387,1.110602e-05,4.863628e-03,1.161244e-02,0.000000e+00,0.000000e+00,231,6.103516e-05,0,0,0
1030,11,13398,4.513723e-05,5.056837e-03,1.317690e-02,0.000000e+00,0.000000e+00,207,3.389046e-04,0,0,0
1031,12,13410,1.579667e-05,5.100388e-03,1.190586e-02,0.000000e+00,0.000000e+00,225,6.103516e-05,0,0,0
1032,12,13422,1.514458e-04,5.079661e-03,1.256833e-02,0.000000e+00,0.000000e+00,214,6.103516e-05,0,0,0
1033,12,13434,6.748192e-06,4.995278e-03,1.150707e-02,0.000000e+00,0.000000e+00,240,8.615479e-05,0,0,0
1034,16,13450,6.011687e-06,5.150838e-03,1.251246e-02,0.000000e+00,0.000000e+00,219,2.075210e-04,0,0,0
1035,11,13461,4.243659e-05,4.719601e-03,1.189835e-02,0.000000e+00,0.000000e+00,222,9.347498e-05,0,0,0
1036,19,13480,1.055188e-05,5.128819e-03,1.207747e-02,0.000000e+00,0.000000e+00,209,2.712011e-06,0,0,0
1037,13,13493,1.595749e-04,4.949979e-03,1.158429e-02,0.000000e+00,0.000000e+00,230,1.328513e-04,0,0,0
1038,14,13507,1.855838e-05,5.218724e-03,1.258056e-02,0.000000e+00,0.000000e+00,202,6.103516e-05,0,0,0
1039,14,13521,1.690350e-05,5.063627e-03,1.068204e-02,0.000000e+00,0.000000e+00,216,4.658103e-05,0,0,0
1040,12,13533,3.216333e-05,5.128551e-03,1.565919e-02,0.000000e+00,0.000000e+00,214,6.103516e-05,0,0,0
1041,12,13545,3.661495e-05,4.997288e-03,1.021083e-02,0.000000e+00,0.000000e+00,226,6.103516e-05,0,0,0
1042,12,13557,1.915079e-04,5.450518e-03,1.821472e-02,0.000000e+00,0.000000e+00,200,2.411306e-04,0,0,0
1043,10,13567,3.243475e-05,4.993776e-03,1.261712e-02,0.000000e+00,0.000000e+00,245,4.864931e-04,0,0,0
1044,10,13577,1.312657e-04,5.223549e-03,1.821454e-02,0.000000e+00,0.000000e+00,209,1.070872e-04,0,0,0
1045,19,13596,1.020812e-04,4.976899e-03,1.203524e-02,0.000000e+00,0.000000e+00,225,6.103516e-05,0,0,0
1046,14,13610,3.174602e-05,5.151357e-03,1.130667e-02,0.000000e+00,0.000000e+00,211,6.991029e-04,0,0,0
1047,16,13626,6.480164e-06,5.013582e-03,1.000000e-02,0.000000e+00,0.000000e+00,231,3.053294e-04,0,0,0
1048,11,13637,5.753435e-05,5.080153e-03,1.205884e-02,0.000000e+00,0.000000e+00,224,2.150498e-04,0,0,0
1049,13,13650,4.551382e-05,4.824102e-03,1.037503e-02,0.000000e+00,0.000000e+00,231,6.103516e-05,0,0,0
1050,16,13666,2.348796e-05,5.113340e-03,1.128446e-02,0.000000e+00,0.000000e+00,217,6.103516e-05,0,0,0
1051,11,13677,3.565103e-05,5.106638e-03,1.152760e-02,0.000000e+00,0.000000e+00,227,1.150370e-05,0,0,0
1052,16,13693,3.638677e-05,4.911168e-03,1.175130e-02,0.000000e+00,0.000000e+00,239,1.289137e-04,0,0,0
1053,14,13707,2.382393e-05,4.833700e-03,1.249090e-02,0.000000e+00,0.000000e+00,236,6.103516e-05,0,0,0
1054,14,13721,6.035902e-05,5.078092e-03,1.367670e-02,0.000000e+00,0.000000e+00,219,1.518130e-04,0,0,0
1055,22,13743,1.066225e-04,4.820353e-03,1.184317e-02,0.000000e+00,0.000000e+00,241,5.436540e-04,0,0,0
HIST {'total_samples': 1154812, 'floor_samples': 9, 'floor_fraction': 7.793476340737712e-06, 'saturation_depth': 4.6566128730773926e-08, 'boundaries': 1056, 'capped_boundaries': 0, 'unfinished_worlds': 0}
1056,12,13755,5.557334e-06,4.911097e-03,1.280031e-02,0.000000e+00,0.000000e+00,200,5.606562e-06,0,0,0
1057,11,13766,1.087853e-04,5.059489e-03,1.196958e-02,0.000000e+00,0.000000e+00,214,2.080202e-05,0,0,0
1058,14,13780,1.014434e-05,5.201125e-03,1.069535e-02,0.000000e+00,0.000000e+00,219,6.103516e-05,0,0,0
1059,11,13791,1.069065e-04,4.899783e-03,1.125513e-02,0.000000e+00,0.000000e+00,239,6.103516e-05,0,0,0
1060,11,13802,4.688371e-04,5.431584e-03,1.173014e-02,0.000000e+00,0.000000e+00,198,1.448393e-05,0,0,0
1061,15,13817,2.831221e-05,4.829193e-03,1.097193e-02,0.000000e+00,0.000000e+00,240,1.070797e-04,0,0,0
1062,13,13830,6.877817e-06,4.742861e-03,1.138918e-02,0.000000e+00,0.000000e+00,240,6.103516e-05,0,0,0
1063,12,13842,1.440564e-05,4.692236e-03,1.027213e-02,0.000000e+00,0.000000e+00,215,6.103516e-05,0,0,0
1064,10,13852,1.061894e-04,4.882903e-03,1.062689e-02,0.000000e+00,0.000000e+00,208,2.628714e-04,0,0,0
1065,14,13866,1.837965e-05,5.000721e-03,1.066484e-02,0.000000e+00,0.000000e+00,228,1.935959e-04,0,0,0
1066,13,13879,1.211282e-04,4.974509e-03,1.152920e-02,0.000000e+00,0.000000e+00,214,6.407499e-06,0,0,0
1067,10,13889,4.373263e-05,4.785497e-03,1.109232e-02,0.000000e+00,0.000000e+00,228,6.581098e-04,0,0,0
1068,14,13903,4.694797e-05,5.050484e-03,1.356635e-02,0.000000e+00,0.000000e+00,215,6.103516e-05,0,0,0
1069,12,13915,3.997236e-05,4.826855e-03,1.233228e-02,0.000000e+00,0.000000e+00,230,7.849932e-05,0,0,0
1070,21,13936,2.444256e-05,4.830558e-03,1.089000e-02,0.000000e+00,0.000000e+00,223,1.966953e-05,0,0,0
1071,14,13950,5.553941e-06,5.005128e-03,1.212429e-02,0.000000e+00,0.000000e+00,257,3.464520e-06,0,0,0
1072,16,13966,1.709443e-05,4.853812e-03,1.163166e-02,0.000000e+00,0.000000e+00,220,1.823902e-05,0,0,0
1073,14,13980,4.726462e-05,5.015826e-03,1.089000e-02,0.000000e+00,0.000000e+00,234,1.916587e-04,0,0,0
1074,15,13995,9.825421e-06,4.822121e-03,1.158376e-02,0.000000e+00,0.000000e+00,214,8.387119e-05,0,0,0
1075,20,14015,2.429821e-05,5.155162e-03,1.215813e-02,0.000000e+00,0.000000e+00,216,6.103516e-05,0,0,0
1076,14,14029,5.671331e-04,4.951335e-03,1.094451e-02,0.000000e+00,0.000000e+00,222,1.364872e-04,0,0,0
1077,12,14041,3.494539e-05,4.827626e-03,1.106623e-02,0.000000e+00,0.000000e+00,244,3.714971e-04,0,0,0
1078,15,14056,3.585125e-05,5.058585e-03,1.089000e-02,0.000000e+00,0.000000e+00,220,6.103516e-05,0,0,0
1079,14,14070,1.311488e-04,4.876150e-03,1.304459e-02,0.000000e+00,0.000000e+00,231,2.464056e-04,0,0,0
1080,14,14084,2.230518e-05,4.893665e-03,1.278879e-02,0.000000e+00,0.000000e+00,241,6.979331e-05,0,0,0
1081,14,14098,1.423940e-05,4.771675e-03,1.089000e-02,0.000000e+00,0.000000e+00,228,1.626359e-04,0,0,0
1082,12,14110,9.168871e-05,5.133429e-03,1.181518e-02,0.000000e+00,0.000000e+00,235,6.103516e-05,0,0,0
1083,13,14123,5.669892e-05,4.868319e-03,1.108828e-02,0.000000e+00,0.000000e+00,259,3.239103e-04,0,0,0
1084,14,14137,1.919621e-05,5.069554e-03,1.283821e-02,0.000000e+00,0.000000e+00,207,1.907349e-06,0,0,0
1085,13,14150,8.199952e-05,4.983974e-03,1.194773e-02,0.000000e+00,0.000000e+00,238,6.103516e-05,0,0,0
1086,12,14162,2.766959e-05,5.041890e-03,1.262730e-02,0.000000e+00,0.000000e+00,221,2.535880e-04,0,0,0
1087,12,14174,4.370887e-05,5.028243e-03,1.211033e-02,0.000000e+00,0.000000e+00,233,3.020763e-04,0,0,0
1088,16,14190,5.718151e-05,5.007950e-03,1.342636e-02,0.000000e+00,0.000000e+00,213,5.310401e-05,0,0,0
1089,11,14201,5.263861e-05,4.911970e-03,1.089000e-02,0.000000e+00,0.000000e+00,228,1.564026e-04,0,0,0
1090,11,14212,1.028506e-04,5.111870e-03,1.294781e-02,0.000000e+00,0.000000e+00,228,6.103516e-05,0,0,0
1091,10,14222,2.372079e-05,5.020079e-03,1.089000e-02,0.000000e+00,0.000000e+00,224,1.000762e-04,0,0,0
1092,12,14234,3.473164e-05,4.801703e-03,1.317690e-02,0.000000e+00,0.000000e+00,230,2.200870e-04,0,0,0
1093,14,14248,2.318993e-05,4.976717e-03,1.100143e-02,0.000000e+00,0.000000e+00,212,2.088174e-04,0,0,0
1094,13,14261,5.554408e-05,4.749088e-03,1.125817e-02,0.000000e+00,0.000000e+00,221,7.842854e-05,0,0,0
1095,13,14274,1.229026e-04,5.169868e-03,1.446912e-02,0.000000e+00,0.000000e+00,214,1.498312e-04,0,0,0
1096,11,14285,3.259629e-07,5.090173e-03,1.196829e-02,0.000000e+00,0.000000e+00,220,3.173947e-06,0,1,0
1097,10,14295,9.311079e-05,4.928899e-03,1.187428e-02,0.000000e+00,0.000000e+00,230,5.092882e-04,0,0,0
1098,13,14308,9.268331e-05,5.155944e-03,1.306179e-02,0.000000e+00,0.000000e+00,202,1.120027e-04,0,0,0
1099,12,14320,7.959406e-05,5.072218e-03,1.361783e-02,0.000000e+00,0.000000e+00,226,1.768725e-04,0,0,0
1100,14,14334,2.204681e-04,5.429482e-03,1.317690e-02,0.000000e+00,0.000000e+00,215,1.405180e-05,0,0,0
1101,12,14346,6.395345e-06,4.920417e-03,1.197900e-02,0.000000e+00,0.000000e+00,224,6.103516e-05,0,0,0
1102,11,14357,1.581160e-04,5.189959e-03,1.282271e-02,0.000000e+00,0.000000e+00,203,3.383905e-04,0,0,0
1103,13,14370,3.530502e-05,5.087296e-03,1.089000e-02,0.000000e+00,0.000000e+00,231,6.103516e-05,0,0,0
HIST {'total_samples': 1211466, 'floor_samples': 10, 'floor_fraction': 8.254461949406752e-06, 'saturation_depth': 4.6566128730773926e-08, 'boundaries': 1104, 'capped_boundaries': 0, 'unfinished_worlds': 0}
1104,14,14384,6.391952e-06,5.139096e-03,1.217118e-02,0.000000e+00,0.000000e+00,229,6.103516e-05,0,0,0
1105,14,14398,1.035130e-04,5.147290e-03,1.197457e-02,0.000000e+00,0.000000e+00,232,1.018979e-04,0,0,0
1106,9,14407,4.647737e-05,5.015999e-03,1.157522e-02,0.000000e+00,0.000000e+00,212,3.318191e-04,0,0,0
1107,13,14420,4.392583e-05,5.133076e-03,1.258483e-02,0.000000e+00,0.000000e+00,224,4.784334e-04,0,0,0
1108,14,14434,2.271030e-05,5.088017e-03,1.252163e-02,0.000000e+00,0.000000e+00,212,8.205324e-05,0,0,0
1109,13,14447,2.310467e-05,4.926272e-03,1.064653e-02,0.000000e+00,0.000000e+00,230,2.934262e-04,0,0,0
1110,15,14462,4.006084e-05,5.023604e-03,1.265075e-02,0.000000e+00,0.000000e+00,212,9.462237e-07,0,0,0
1111,15,14477,1.799734e-04,5.149876e-03,1.116839e-02,0.000000e+00,0.000000e+00,226,2.875887e-04,0,0,0
1112,10,14487,8.254915e-05,5.198131e-03,1.097812e-02,0.000000e+00,0.000000e+00,225,4.129112e-05,0,0,0
1113,12,14499,4.207018e-05,5.024304e-03,1.353153e-02,0.000000e+00,0.000000e+00,233,5.165897e-04,0,0,0
1114,10,14509,9.986572e-05,5.168839e-03,1.146028e-02,0.000000e+00,0.000000e+00,201,3.542844e-04,0,0,0
1115,14,14523,1.872801e-05,5.109441e-03,1.197900e-02,0.000000e+00,0.000000e+00,228,1.457185e-04,0,0,0
1116,12,14535,2.596476e-05,5.091545e-03,1.159516e-02,0.000000e+00,0.000000e+00,220,7.329881e-05,0,0,0
1117,12,14547,9.054247e-05,4.991943e-03,1.397726e-02,0.000000e+00,0.000000e+00,228,6.103516e-05,0,0,0
1118,16,14563,1.346924e-06,5.103008e-03,1.103586e-02,0.000000e+00,0.000000e+00,208,9.721518e-05,0,0,0
1119,13,14576,1.551982e-04,5.314320e-03,1.128881e-02,0.000000e+00,0.000000e+00,215,6.191283e-04,0,0,0
1120,15,14591,6.709515e-05,5.094311e-03,1.147043e-02,0.000000e+00,0.000000e+00,210,5.590320e-04,0,0,0
1121,15,14606,2.650078e-04,4.852444e-03,1.000000e-02,0.000000e+00,0.000000e+00,240,1.126975e-04,0,0,0
1122,13,14619,1.421565e-06,5.017082e-03,1.143103e-02,0.000000e+00,0.000000e+00,227,4.768372e-07,0,0,0
1123,14,14633,8.418225e-05,4.968018e-03,1.306240e-02,0.000000e+00,0.000000e+00,222,2.914667e-05,0,0,0
1124,12,14645,6.707479e-05,5.142709e-03,1.588118e-02,0.000000e+00,0.000000e+00,208,6.103516e-05,0,0,0
1125,16,14661,2.364751e-06,5.092586e-03,1.089000e-02,0.000000e+00,0.000000e+00,223,2.665818e-04,0,0,0
1126,11,14672,5.510514e-05,5.256863e-03,1.144515e-02,0.000000e+00,0.000000e+00,196,6.103516e-05,0,0,0
1127,11,14683,8.102506e-07,5.150157e-03,1.197900e-02,0.000000e+00,0.000000e+00,228,6.103516e-05,0,1,0
1128,11,14694,6.720032e-05,5.282359e-03,1.102413e-02,0.000000e+00,0.000000e+00,227,7.929653e-05,0,0,0
1129,19,14713,1.616105e-04,4.899329e-03,1.277421e-02,0.000000e+00,0.000000e+00,232,4.785378e-04,0,0,0
1130,13,14726,2.233451e-05,4.933278e-03,1.317690e-02,0.000000e+00,0.000000e+00,198,6.541610e-06,0,0,0
1131,13,14739,1.145527e-06,5.055121e-03,1.103968e-02,0.000000e+00,0.000000e+00,222,8.604303e-05,0,0,0
1132,11,14750,2.267770e-05,5.055418e-03,1.158841e-02,0.000000e+00,0.000000e+00,189,7.769465e-05,0,0,0
1133,9,14759,6.149031e-05,5.066411e-03,1.394764e-02,0.000000e+00,0.000000e+00,206,5.328851e-04,0,0,0
1134,12,14771,3.814697e-05,5.289389e-03,1.259155e-02,0.000000e+00,0.000000e+00,228,4.290938e-04,0,0,0
1135,11,14782,1.863878e-04,5.309098e-03,1.089000e-02,0.000000e+00,0.000000e+00,226,1.370907e-06,0,0,0
1136,11,14793,5.292021e-05,5.129538e-03,1.078653e-02,0.000000e+00,0.000000e+00,208,1.800060e-05,0,0,0
1137,10,14803,7.423350e-05,5.239071e-03,1.126306e-02,0.000000e+00,0.000000e+00,222,6.103516e-05,0,0,0
1138,13,14816,8.858740e-05,5.154663e-03,1.138963e-02,0.000000e+00,0.000000e+00,226,6.103516e-05,0,0,0
1139,13,14829,6.617231e-05,4.868379e-03,1.086576e-02,0.000000e+00,0.000000e+00,229,4.802644e-05,0,0,0
1140,14,14843,5.850468e-05,5.109917e-03,1.228550e-02,0.000000e+00,0.000000e+00,218,6.103516e-05,0,0,0
1141,11,14854,2.503721e-04,4.995487e-03,1.040179e-02,0.000000e+00,0.000000e+00,236,2.026856e-04,0,0,0
1142,10,14864,1.087718e-05,5.177664e-03,1.141358e-02,0.000000e+00,0.000000e+00,215,2.122670e-04,0,0,0
1143,12,14876,6.134103e-06,4.955771e-03,1.024890e-02,0.000000e+00,0.000000e+00,234,3.412962e-04,0,0,0
1144,13,14889,2.077792e-04,5.183804e-03,1.156731e-02,0.000000e+00,0.000000e+00,214,4.590452e-04,0,0,0
1145,13,14902,1.463974e-05,5.078123e-03,1.054961e-02,0.000000e+00,0.000000e+00,214,9.439513e-05,0,0,0
1146,12,14914,9.300562e-05,5.133430e-03,1.196750e-02,0.000000e+00,0.000000e+00,213,6.103516e-05,0,0,0
1147,12,14926,1.435679e-04,5.139792e-03,1.476925e-02,0.000000e+00,0.000000e+00,223,2.694614e-04,0,0,0
1148,17,14943,2.675690e-05,5.089249e-03,1.821472e-02,0.000000e+00,0.000000e+00,217,4.629046e-05,0,0,0
1149,12,14955,6.525777e-05,5.196061e-03,1.821472e-02,0.000000e+00,0.000000e+00,211,2.941340e-04,0,0,0
1150,13,14968,1.210719e-06,5.082086e-03,1.393418e-02,0.000000e+00,0.000000e+00,224,6.103516e-05,0,0,0
1151,10,14978,6.511807e-05,5.298452e-03,1.180074e-02,0.000000e+00,0.000000e+00,219,4.867911e-04,0,0,0
HIST {'total_samples': 1266419, 'floor_samples': 11, 'floor_fraction': 8.685908850072528e-06, 'saturation_depth': 4.6566128730773926e-08, 'boundaries': 1152, 'capped_boundaries': 0, 'unfinished_worlds': 0}
1152,15,14993,3.736103e-05,5.077281e-03,1.089000e-02,0.000000e+00,0.000000e+00,224,7.951260e-05,0,0,0
1153,11,15004,1.322428e-04,4.988021e-03,1.223710e-02,0.000000e+00,0.000000e+00,230,2.707615e-04,0,0,0
1154,10,15014,3.811422e-05,4.790706e-03,1.000000e-02,0.000000e+00,0.000000e+00,216,9.426475e-05,0,0,0
1155,10,15024,6.347846e-06,4.958926e-03,1.276603e-02,0.000000e+00,0.000000e+00,215,2.704561e-06,0,0,0
1156,10,15034,5.930538e-06,5.004827e-03,1.209479e-02,0.000000e+00,0.000000e+00,202,3.951788e-05,0,0,0
1157,13,15047,2.176501e-05,4.951051e-03,1.299643e-02,0.000000e+00,0.000000e+00,233,4.172325e-06,0,0,0
1158,10,15057,6.573275e-05,5.195623e-03,1.144286e-02,0.000000e+00,0.000000e+00,196,6.103516e-05,0,0,0
1159,13,15070,4.898757e-06,5.194165e-03,1.287265e-02,0.000000e+00,0.000000e+00,212,2.607791e-04,0,0,0
1160,22,15092,3.776816e-05,5.185271e-03,1.339612e-02,0.000000e+00,0.000000e+00,214,1.263469e-04,0,0,0
1161,15,15107,1.422447e-04,5.075230e-03,1.089000e-02,0.000000e+00,0.000000e+00,234,5.215406e-07,0,0,0
1162,11,15118,3.197696e-05,4.822804e-03,1.358725e-02,0.000000e+00,0.000000e+00,237,2.290756e-04,0,0,0
1163,17,15135,2.292264e-04,4.901607e-03,1.290399e-02,0.000000e+00,0.000000e+00,215,8.198619e-05,0,0,0
1164,15,15150,5.160382e-06,5.008393e-03,1.093337e-02,0.000000e+00,0.000000e+00,211,3.038943e-04,0,0,0
1165,15,15165,6.705523e-07,4.898735e-03,1.293755e-02,0.000000e+00,0.000000e+00,225,3.421330e-05,0,1,0
1166,11,15176,3.701497e-05,4.921233e-03,1.142188e-02,0.000000e+00,0.000000e+00,215,1.939833e-04,0,0,0
1167,12,15188,2.988339e-05,4.948151e-03,1.011436e-02,0.000000e+00,0.000000e+00,212,6.103516e-05,0,0,0
1168,16,15204,6.418675e-05,5.206357e-03,1.254882e-02,0.000000e+00,0.000000e+00,203,4.729629e-04,0,0,0
1169,10,15214,5.182096e-05,5.095837e-03,1.085006e-02,0.000000e+00,0.000000e+00,224,3.245175e-04,0,0,0
1170,10,15224,6.832182e-05,5.402618e-03,1.586051e-02,0.000000e+00,0.000000e+00,208,7.634610e-05,0,0,0
1171,15,15239,6.350900e-05,5.151207e-03,1.243058e-02,0.000000e+00,0.000000e+00,237,8.954108e-04,0,0,0
1172,13,15252,2.490622e-05,5.048090e-03,1.261112e-02,0.000000e+00,0.000000e+00,220,6.103516e-05,0,0,0
1173,11,15263,1.526740e-06,4.915438e-03,1.124345e-02,0.000000e+00,0.000000e+00,218,1.209974e-05,0,0,0
1174,11,15274,6.895978e-05,5.383425e-03,1.428402e-02,0.000000e+00,0.000000e+00,213,2.537891e-04,0,0,0
1175,12,15286,3.733672e-05,5.156065e-03,1.009713e-02,0.000000e+00,0.000000e+00,227,6.103516e-05,0,0,0
1176,10,15296,1.864693e-04,5.291060e-03,1.264646e-02,0.000000e+00,0.000000e+00,221,4.100800e-05,0,0,0
1177,11,15307,5.360554e-06,4.941824e-03,1.235644e-02,0.000000e+00,0.000000e+00,214,1.907349e-06,0,0,0
1178,13,15320,5.551567e-05,5.194184e-03,1.244650e-02,0.000000e+00,0.000000e+00,215,4.813219e-04,0,0,0
1179,16,15336,2.882825e-05,4.971436e-03,1.405448e-02,0.000000e+00,0.000000e+00,234,6.103516e-05,0,0,0
1180,11,15347,5.171634e-04,5.090762e-03,1.224184e-02,0.000000e+00,0.000000e+00,208,2.688169e-04,0,0,0
1181,13,15360,2.659106e-04,4.924626e-03,1.049896e-02,0.000000e+00,0.000000e+00,238,1.824200e-04,0,0,0
1182,11,15371,2.006628e-04,5.147257e-03,1.682779e-02,0.000000e+00,0.000000e+00,222,1.493692e-04,0,0,0
1183,14,15385,2.725050e-05,4.839593e-03,1.285311e-02,0.000000e+00,0.000000e+00,247,3.943685e-04,0,0,0
1184,12,15397,1.541634e-04,5.015572e-03,1.821472e-02,0.000000e+00,0.000000e+00,200,2.544411e-04,0,0,0
1185,14,15411,3.779307e-05,5.008018e-03,1.178670e-02,0.000000e+00,0.000000e+00,232,9.268522e-06,0,0,0
1186,13,15424,5.715992e-05,4.976899e-03,1.203909e-02,0.000000e+00,0.000000e+00,231,3.359467e-05,0,0,0
1187,12,15436,1.705233e-04,4.941037e-03,1.017298e-02,0.000000e+00,0.000000e+00,234,9.936094e-05,0,0,0
1188,11,15447,1.162011e-04,5.069156e-03,1.291877e-02,0.000000e+00,0.000000e+00,227,4.716516e-04,0,0,0
1189,13,15460,1.546690e-04,4.972864e-03,1.236661e-02,0.000000e+00,0.000000e+00,242,3.896952e-04,0,0,0
1190,11,15471,1.093652e-04,5.208173e-03,1.270164e-02,0.000000e+00,0.000000e+00,217,6.517172e-04,0,0,0
1191,13,15484,1.492813e-06,4.980890e-03,1.060404e-02,0.000000e+00,0.000000e+00,244,1.188964e-04,0,0,0
1192,12,15496,1.311639e-05,5.230919e-03,1.446249e-02,0.000000e+00,0.000000e+00,214,4.876144e-04,0,0,0
1193,10,15506,5.533585e-05,5.153571e-03,1.237205e-02,0.000000e+00,0.000000e+00,223,8.886121e-05,0,0,0
1194,11,15517,2.558138e-06,5.115249e-03,1.355422e-02,0.000000e+00,0.000000e+00,219,6.103516e-05,0,0,0
1195,11,15528,3.510383e-04,5.098019e-03,1.271021e-02,0.000000e+00,0.000000e+00,233,3.901049e-04,0,0,0
1196,13,15541,9.764351e-06,4.879227e-03,1.213846e-02,0.000000e+00,0.000000e+00,218,2.123248e-04,0,0,0
1197,13,15554,1.138449e-04,5.181137e-03,1.343141e-02,0.000000e+00,0.000000e+00,219,4.023081e-04,0,0,0
1198,14,15568,1.417188e-04,5.282623e-03,1.238531e-02,0.000000e+00,0.000000e+00,236,6.103516e-05,0,0,0
1199,12,15580,3.141692e-05,4.882956e-03,1.089000e-02,0.000000e+00,0.000000e+00,238,3.924295e-04,0,0,0
HIST {'total_samples': 1322006, 'floor_samples': 12, 'floor_fraction': 9.077114627316366e-06, 'saturation_depth': 4.6566128730773926e-08, 'boundaries': 1200, 'capped_boundaries': 0, 'unfinished_worlds': 0}
1200,10,15590,9.261545e-05,5.062921e-03,1.186075e-02,0.000000e+00,0.000000e+00,228,6.629527e-04,0,0,0
1201,12,15602,5.849111e-06,4.933986e-03,1.354278e-02,0.000000e+00,0.000000e+00,227,2.178494e-04,0,0,0
1202,13,15615,1.529454e-04,5.271739e-03,1.155477e-02,0.000000e+00,0.000000e+00,214,2.815425e-04,0,0,0
1203,13,15628,4.767906e-05,5.273814e-03,1.246943e-02,0.000000e+00,0.000000e+00,235,6.103516e-05,0,0,0
1204,13,15641,3.558118e-05,5.271509e-03,1.676026e-02,0.000000e+00,0.000000e+00,236,5.460605e-04,0,0,0
1205,11,15652,8.922949e-06,5.096798e-03,1.226118e-02,0.000000e+00,0.000000e+00,244,7.272512e-05,0,0,0
1206,13,15665,4.045963e-04,5.099386e-03,1.239752e-02,0.000000e+00,0.000000e+00,241,6.536907e-04,0,0,0
1207,11,15676,7.027415e-05,4.802332e-03,1.268712e-02,0.000000e+00,0.000000e+00,242,1.369035e-04,0,0,0
1208,14,15690,2.230364e-04,4.908370e-03,1.137053e-02,0.000000e+00,0.000000e+00,230,6.103516e-05,0,0,0
1209,13,15703,9.589625e-05,4.724749e-03,1.012609e-02,0.000000e+00,0.000000e+00,233,1.400327e-04,0,0,0
1210,14,15717,1.169648e-04,5.002717e-03,1.266617e-02,0.000000e+00,0.000000e+00,194,6.653368e-05,0,0,0
1211,14,15731,1.084618e-04,4.689200e-03,1.178206e-02,0.000000e+00,0.000000e+00,265,3.856886e-05,0,0,0
1212,12,15743,1.728575e-04,4.803387e-03,1.024109e-02,0.000000e+00,0.000000e+00,218,3.843382e-04,0,0,0
1213,12,15755,1.483597e-05,4.852444e-03,1.126520e-02,0.000000e+00,0.000000e+00,222,2.480112e-05,0,0,0
1214,13,15768,4.520640e-05,4.856957e-03,1.116649e-02,0.000000e+00,0.000000e+00,222,7.999688e-05,0,0,0
1215,12,15780,3.148336e-05,4.912241e-03,1.085867e-02,0.000000e+00,0.000000e+00,246,6.103516e-05,0,0,0
1216,14,15794,2.659857e-05,4.994763e-03,1.279028e-02,0.000000e+00,0.000000e+00,219,1.332834e-04,0,0,0
1217,19,15813,8.329556e-05,4.823750e-03,1.345920e-02,0.000000e+00,0.000000e+00,260,4.012138e-05,0,0,0
1218,11,15824,1.385466e-04,5.069661e-03,1.154064e-02,0.000000e+00,0.000000e+00,219,1.248866e-04,0,0,0
1219,11,15835,1.233397e-04,4.923868e-03,1.231695e-02,0.000000e+00,0.000000e+00,249,6.103516e-05,0,0,0
1220,12,15847,2.898369e-04,4.985013e-03,1.334986e-02,0.000000e+00,0.000000e+00,228,3.711656e-04,0,0,0
1221,15,15862,2.171364e-06,4.605846e-03,1.089000e-02,0.000000e+00,0.000000e+00,248,1.842380e-04,0,0,0
1222,18,15880,1.110788e-04,4.830702e-03,1.177592e-02,0.000000e+00,0.000000e+00,205,2.741814e-05,0,0,0
1223,12,15892,7.171607e-05,4.847348e-03,1.069530e-02,0.000000e+00,0.000000e+00,225,6.140913e-04,0,0,0
1224,11,15903,4.088506e-06,4.856382e-03,1.303417e-02,0.000000e+00,0.000000e+00,225,6.391704e-04,0,0,0
