boundary,iters,cum_iters,ideal_min,ideal_mean,ideal_max,resid_min,resid_max
175,21,2713,3.324822e-05,5.163605e-03,1.363448e-02,0.000000e+00,0.000000e+00
176,21,2734,1.721550e-05,5.343412e-03,1.817925e-02,0.000000e+00,0.000000e+00
177,16,2750,1.007691e-05,5.194297e-03,1.594405e-02,0.000000e+00,0.000000e+00
178,14,2764,3.705267e-05,5.357761e-03,1.562591e-02,0.000000e+00,0.000000e+00
179,25,2789,1.797453e-05,5.168747e-03,1.791648e-02,0.000000e+00,0.000000e+00
180,16,2805,1.057051e-06,5.366618e-03,1.355422e-02,0.000000e+00,0.000000e+00
181,19,2824,5.140901e-06,5.134153e-03,1.449459e-02,0.000000e+00,0.000000e+00
182,18,2842,2.122950e-05,5.292508e-03,1.400347e-02,0.000000e+00,0.000000e+00
183,19,2861,1.628883e-05,5.144021e-03,1.449459e-02,0.000000e+00,0.000000e+00
184,24,2885,5.587935e-06,5.251465e-03,1.277365e-02,0.000000e+00,0.000000e+00
185,17,2902,1.518521e-05,5.121876e-03,1.437074e-02,0.000000e+00,0.000000e+00
186,19,2921,8.298084e-06,5.128129e-03,1.632484e-02,0.000000e+00,0.000000e+00
187,15,2936,6.230548e-06,5.099028e-03,1.355296e-02,0.000000e+00,0.000000e+00
188,16,2952,3.073364e-07,5.212406e-03,1.376609e-02,0.000000e+00,0.000000e+00
189,23,2975,8.400530e-06,5.109268e-03,1.476096e-02,0.000000e+00,0.000000e+00
190,15,2990,3.445894e-07,5.181261e-03,1.821472e-02,0.000000e+00,0.000000e+00
191,16,3006,2.077781e-05,5.069549e-03,1.282507e-02,0.000000e+00,0.000000e+00
HIST {'total_samples': 1472810, 'floor_samples': 21, 'floor_fraction': 1.4258458321168379e-05, 'saturation_depth': 3.725290298461914e-08, 'boundaries': 192, 'capped_boundaries': 0, 'unfinished_worlds': 0}
192,20,3026,7.376075e-06,5.237155e-03,1.495634e-02,0.000000e+00,0.000000e+00
193,15,3041,1.888257e-05,5.050047e-03,1.514973e-02,0.000000e+00,0.000000e+00
194,17,3058,1.194887e-05,5.259081e-03,1.608264e-02,0.000000e+00,0.000000e+00
195,24,3082,5.606562e-06,5.137777e-03,1.398573e-02,0.000000e+00,0.000000e+00
196,16,3098,8.009374e-07,5.221498e-03,1.481091e-02,0.000000e+00,0.000000e+00
197,20,3118,4.824251e-06,5.080307e-03,1.513887e-02,0.000000e+00,0.000000e+00
198,15,3133,6.565824e-06,5.253562e-03,1.693664e-02,0.000000e+00,0.000000e+00
199,18,3151,2.530403e-05,5.063565e-03,1.426026e-02,0.000000e+00,0.000000e+00
