boundary,iters,cum_iters,ideal_min,ideal_mean,ideal_max,resid_min,resid_max
261,13,3250,1.399045e-03,5.327486e-03,1.022846e-02,0.000000e+00,0.000000e+00
262,11,3261,1.420106e-03,5.430236e-03,1.000000e-02,0.000000e+00,0.000000e+00
263,12,3273,1.333482e-03,5.445093e-03,9.014777e-03,0.000000e+00,0.000000e+00
264,12,3285,1.224739e-03,5.333744e-03,1.034100e-02,0.000000e+00,0.000000e+00
265,15,3300,1.081181e-03,5.199737e-03,9.750776e-03,0.000000e+00,0.000000e+00
266,10,3310,1.732502e-03,5.222647e-03,1.495422e-02,0.000000e+00,0.000000e+00
267,12,3322,1.569486e-03,5.174599e-03,1.356615e-02,0.000000e+00,0.000000e+00
268,12,3334,1.081117e-03,5.317181e-03,1.264425e-02,0.000000e+00,0.000000e+00
269,12,3346,1.218642e-03,5.265637e-03,1.214260e-02,0.000000e+00,0.000000e+00
270,11,3357,1.379427e-03,5.491325e-03,1.410768e-02,0.000000e+00,0.000000e+00
271,10,3367,1.335102e-03,5.239375e-03,1.000000e-02,0.000000e+00,0.000000e+00
272,13,3380,1.384157e-03,5.436325e-03,1.045927e-02,0.000000e+00,0.000000e+00
273,15,3395,1.510419e-03,5.226814e-03,1.026985e-02,0.000000e+00,0.000000e+00
274,13,3408,1.146105e-03,5.188801e-03,1.399364e-02,0.000000e+00,0.000000e+00
275,9,3417,1.678013e-03,5.161545e-03,1.000000e-02,0.000000e+00,0.000000e+00
276,11,3428,7.214576e-04,5.313183e-03,1.443646e-02,0.000000e+00,0.000000e+00
277,13,3441,9.594947e-04,5.259696e-03,1.065390e-02,0.000000e+00,0.000000e+00
278,12,3453,1.043741e-03,5.290919e-03,1.000000e-02,0.000000e+00,0.000000e+00
279,11,3464,1.477867e-03,5.157098e-03,9.482424e-03,0.000000e+00,0.000000e+00
280,15,3479,9.487336e-04,5.217243e-03,1.061656e-02,0.000000e+00,0.000000e+00
281,12,3491,1.146129e-03,5.134348e-03,1.123678e-02,0.000000e+00,0.000000e+00
282,11,3502,1.081402e-03,5.347328e-03,1.089000e-02,0.000000e+00,0.000000e+00
