boundary,iters,cum_iters,ideal_min,ideal_mean,ideal_max,resid_min,resid_max,rejects,err_max,n_debt,n_subfloor,n_guard,eworld,qmax_i,qmax,ncon
8096,15,106947,8.639335e-04,4.767453e-03,1.059437e-02,0.000000e+00,0.000000e+00,191,7.620542e-04,0,0,0,76,18,3.215840e+04,44530
8097,14,106961,9.788462e-04,4.971140e-03,1.165381e-02,0.000000e+00,0.000000e+00,184,2.088034e-05,0,0,0,76,18,3.216635e+04,44483
8098,15,106976,9.326920e-04,5.002233e-03,1.132536e-02,0.000000e+00,0.000000e+00,210,1.674677e-04,0,0,0,32,18,3.217438e+04,43991
8099,13,106989,9.974933e-04,4.949030e-03,9.353178e-03,0.000000e+00,0.000000e+00,191,1.385270e-05,0,0,0,163,18,3.218220e+04,43933
8100,12,107001,8.056238e-04,5.083779e-03,1.171716e-02,0.000000e+00,0.000000e+00,196,4.969405e-04,0,0,0,163,18,3.219015e+04,43738
8101,14,107015,1.009337e-03,4.895885e-03,1.000000e-02,0.000000e+00,0.000000e+00,213,1.279921e-04,0,0,0,101,18,3.219825e+04,43825
8102,11,107026,1.318980e-03,4.944993e-03,1.000000e-02,0.000000e+00,0.000000e+00,200,4.760743e-04,0,0,0,163,18,3.220606e+04,43903
8103,14,107040,1.088719e-03,4.937971e-03,9.271204e-03,0.000000e+00,0.000000e+00,203,2.985154e-05,0,0,0,124,18,3.221397e+04,43999
8104,19,107059,6.834678e-04,4.966527e-03,1.071116e-02,0.000000e+00,0.000000e+00,197,8.504211e-05,0,0,0,36,18,3.222192e+04,43873
8105,11,107070,1.345883e-03,4.949658e-03,1.173386e-02,0.000000e+00,0.000000e+00,188,6.312870e-05,0,0,0,36,18,3.222987e+04,43946
8106,11,107081,8.136710e-04,4.931621e-03,9.876947e-03,0.000000e+00,0.000000e+00,193,3.079577e-04,0,0,0,84,18,3.223771e+04,44200
8107,12,107093,1.002372e-03,4.945832e-03,9.876947e-03,0.000000e+00,0.000000e+00,189,4.274025e-04,0,0,0,22,18,3.224580e+04,44264
8108,15,107108,8.547289e-04,4.900016e-03,1.120739e-02,0.000000e+00,0.000000e+00,211,4.818652e-04,0,0,0,138,18,3.225377e+04,44621
8109,14,107122,9.652632e-04,4.915555e-03,1.011894e-02,0.000000e+00,0.000000e+00,198,2.982728e-05,0,0,0,254,18,3.226196e+04,44964
8110,13,107135,1.578012e-03,4.946449e-03,1.300911e-02,0.000000e+00,0.000000e+00,204,2.980101e-05,0,0,0,61,18,3.226945e+04,44818
8111,16,107151,1.048910e-03,4.796943e-03,1.000000e-02,0.000000e+00,0.000000e+00,206,8.422944e-05,0,0,0,243,18,3.227772e+04,44584
8112,14,107165,9.793219e-04,4.940876e-03,1.000000e-02,0.000000e+00,0.000000e+00,185,2.978615e-05,0,0,0,180,18,3.228579e+04,44832
8113,16,107181,1.056920e-03,4.792172e-03,1.091360e-02,0.000000e+00,0.000000e+00,228,6.416793e-04,0,0,0,180,18,3.229375e+04,44889
8114,16,107197,1.366386e-03,4.967968e-03,1.097979e-02,0.000000e+00,0.000000e+00,191,1.105047e-04,0,0,0,180,18,3.230170e+04,44596
8115,13,107210,1.534237e-03,4.779918e-03,9.394153e-03,0.000000e+00,0.000000e+00,205,1.027249e-04,0,0,0,180,18,3.230966e+04,44610
8116,13,107223,9.071463e-04,4.738672e-03,1.040123e-02,0.000000e+00,0.000000e+00,206,2.288389e-05,0,0,0,248,18,3.231760e+04,44724
8117,11,107234,1.265347e-03,4.827267e-03,1.022344e-02,0.000000e+00,0.000000e+00,201,1.399603e-06,0,0,0,119,18,3.232547e+04,44856
8118,14,107248,1.085802e-03,4.895782e-03,1.036104e-02,0.000000e+00,0.000000e+00,187,4.220313e-05,0,0,0,248,18,3.233351e+04,44743
8119,14,107262,1.151538e-03,4.847244e-03,9.849035e-03,0.000000e+00,0.000000e+00,200,5.360917e-04,0,0,0,15,18,3.234138e+04,44669
8120,13,107275,9.609763e-04,5.069277e-03,1.119610e-02,0.000000e+00,0.000000e+00,175,2.972856e-05,0,0,0,250,18,3.234930e+04,44864
8121,21,107296,5.055965e-04,5.021811e-03,1.000000e-02,0.000000e+00,0.000000e+00,212,4.305679e-05,0,0,0,15,18,3.235732e+04,44671
8122,12,107308,5.869207e-04,5.031685e-03,9.849035e-03,0.000000e+00,0.000000e+00,189,1.701827e-04,0,0,0,228,18,3.236550e+04,44569
8123,13,107321,1.008538e-03,4.876073e-03,9.849035e-03,0.000000e+00,0.000000e+00,209,7.849867e-06,0,0,0,80,18,3.237293e+04,44824
8124,10,107331,9.833450e-04,5.033308e-03,1.048058e-02,0.000000e+00,0.000000e+00,189,3.298086e-04,0,0,0,25,18,3.238154e+04,44576
8125,12,107343,9.508377e-04,4.915659e-03,1.026281e-02,0.000000e+00,0.000000e+00,210,2.887459e-04,0,0,0,151,18,3.238941e+04,44943
8126,14,107357,9.937810e-04,5.029805e-03,1.038700e-02,0.000000e+00,0.000000e+00,180,1.275332e-04,0,0,0,151,18,3.239739e+04,44774
8127,14,107371,1.503775e-03,5.060615e-03,1.000000e-02,0.000000e+00,0.000000e+00,197,2.478269e-04,0,0,0,15,18,3.240514e+04,45256
8128,19,107390,1.249204e-03,5.146586e-03,1.159915e-02,0.000000e+00,0.000000e+00,186,2.967075e-05,0,0,0,229,18,3.241330e+04,44843
8129,16,107406,9.474820e-04,4.897922e-03,1.000000e-02,0.000000e+00,0.000000e+00,215,1.838502e-06,0,0,0,5,18,3.242102e+04,45008
8130,17,107423,9.234642e-04,5.032623e-03,1.094451e-02,0.000000e+00,0.000000e+00,199,2.161684e-04,0,0,0,229,18,3.242925e+04,44955
8131,17,107440,9.007610e-04,4.843407e-03,1.000000e-02,0.000000e+00,0.000000e+00,210,2.287726e-04,0,0,0,229,18,3.243722e+04,45208
8132,15,107455,1.085888e-03,4.945298e-03,9.900000e-03,0.000000e+00,0.000000e+00,186,4.046476e-04,0,0,0,229,18,3.244521e+04,45517
8133,11,107466,1.447310e-03,4.906755e-03,9.900000e-03,0.000000e+00,0.000000e+00,192,8.865002e-05,0,0,0,80,18,3.245268e+04,45914
8134,11,107477,1.203308e-03,4.816720e-03,1.002717e-02,0.000000e+00,0.000000e+00,219,1.493260e-04,0,0,0,124,18,3.246087e+04,45505
8135,14,107491,8.559895e-04,4.864537e-03,1.000000e-02,0.000000e+00,0.000000e+00,202,8.489985e-05,0,0,0,196,18,3.246922e+04,45392
8136,12,107503,1.460967e-03,4.862307e-03,9.201272e-03,0.000000e+00,0.000000e+00,183,2.961326e-05,0,0,0,196,18,3.247721e+04,45394
8137,11,107514,1.565087e-03,4.897350e-03,9.259936e-03,0.000000e+00,0.000000e+00,198,6.837714e-05,0,0,0,150,18,3.248512e+04,45447
8138,10,107524,1.576871e-03,5.020636e-03,1.127974e-02,0.000000e+00,0.000000e+00,187,5.775314e-05,0,0,0,47,18,3.249286e+04,45124
8139,16,107540,1.232345e-03,4.930550e-03,1.000000e-02,0.000000e+00,0.000000e+00,205,1.154738e-05,0,0,0,94,18,3.250085e+04,44897
8140,12,107552,1.145906e-03,4.970803e-03,1.000000e-02,0.000000e+00,0.000000e+00,206,8.286454e-05,0,0,0,3,18,3.250821e+04,44933
8141,12,107564,1.396304e-03,4.871094e-03,9.143116e-03,0.000000e+00,0.000000e+00,210,3.809349e-04,0,0,0,10,18,3.251676e+04,45078
8142,13,107577,1.075176e-03,4.817039e-03,1.070164e-02,0.000000e+00,0.000000e+00,219,6.937343e-05,0,0,0,47,18,3.252482e+04,45258
8143,12,107589,1.154394e-03,4.835312e-03,1.000000e-02,0.000000e+00,0.000000e+00,189,2.841681e-05,0,0,0,138,18,3.253281e+04,45623
8144,14,107603,1.168283e-03,4.932811e-03,8.909067e-03,0.000000e+00,0.000000e+00,194,3.479367e-05,0,0,0,66,18,3.254057e+04,45583
8145,12,107615,1.342926e-03,4.908269e-03,1.059989e-02,0.000000e+00,0.000000e+00,204,3.185863e-06,0,0,0,140,18,3.254896e+04,45743
8146,15,107630,1.192977e-03,4.866760e-03,9.374883e-03,0.000000e+00,0.000000e+00,213,1.583455e-05,0,0,0,233,18,3.255678e+04,45467
8147,12,107642,1.504329e-03,4.823352e-03,9.374883e-03,0.000000e+00,0.000000e+00,200,1.445786e-04,0,0,0,233,18,3.256477e+04,45764
8148,11,107653,8.458928e-04,5.101924e-03,1.121431e-02,0.000000e+00,0.000000e+00,173,2.223147e-04,0,0,0,121,18,3.257271e+04,45977
8149,13,107666,6.934760e-04,5.044551e-03,9.867969e-03,0.000000e+00,0.000000e+00,203,4.383562e-04,0,0,0,121,18,3.258070e+04,46049
8150,10,107676,1.452322e-03,5.079315e-03,1.000000e-02,0.000000e+00,0.000000e+00,187,2.951308e-05,0,0,0,88,18,3.258914e+04,46037
8151,10,107686,1.601564e-03,4.890830e-03,9.464497e-03,0.000000e+00,0.000000e+00,223,2.037572e-04,0,0,0,88,18,3.259714e+04,46153
8152,10,107696,1.359782e-03,4.951634e-03,1.100993e-02,0.000000e+00,0.000000e+00,189,3.207278e-06,0,0,0,74,18,3.260475e+04,46439
8153,14,107710,9.750250e-04,5.011386e-03,1.231311e-02,0.000000e+00,0.000000e+00,195,3.679240e-04,0,0,0,25,18,3.261310e+04,46430
8154,9,107719,1.226035e-03,4.977312e-03,9.900000e-03,0.000000e+00,0.000000e+00,192,1.758017e-04,0,0,0,94,18,3.262072e+04,46452
8155,15,107734,6.749810e-04,4.696324e-03,9.464497e-03,0.000000e+00,0.000000e+00,220,4.361849e-04,0,0,0,123,18,3.262900e+04,46317
8156,13,107747,1.077410e-03,4.957192e-03,1.196977e-02,0.000000e+00,0.000000e+00,190,2.947069e-05,0,0,0,94,18,3.263674e+04,46520
8157,12,107759,9.187069e-04,4.775002e-03,1.000000e-02,0.000000e+00,0.000000e+00,209,5.824136e-04,0,0,0,94,18,3.264474e+04,46540
8158,11,107770,1.331750e-03,4.779145e-03,1.000000e-02,0.000000e+00,0.000000e+00,210,2.945635e-05,0,0,0,132,18,3.265286e+04,45404
8159,14,107784,1.158283e-03,4.791121e-03,1.055120e-02,0.000000e+00,0.000000e+00,204,1.944449e-06,0,0,0,146,18,3.266064e+04,45609
8160,10,107794,1.541572e-03,4.753612e-03,1.000000e-02,0.000000e+00,0.000000e+00,208,4.891104e-05,0,0,0,165,18,3.266868e+04,45503
8161,14,107808,1.028543e-03,4.687532e-03,8.952868e-03,0.000000e+00,0.000000e+00,213,8.041487e-05,0,0,0,165,18,3.267668e+04,45414
8162,13,107821,1.223256e-03,4.874940e-03,1.000000e-02,0.000000e+00,0.000000e+00,197,2.942785e-05,0,0,0,251,18,3.268498e+04,45336
8163,15,107836,1.076546e-03,4.838661e-03,1.087437e-02,0.000000e+00,0.000000e+00,206,6.402227e-05,0,0,0,231,18,3.269261e+04,45730
8164,14,107850,9.285095e-04,4.887894e-03,9.762377e-03,0.000000e+00,0.000000e+00,196,2.941370e-05,0,0,0,30,18,3.270094e+04,45691
8165,12,107862,9.312055e-04,4.867317e-03,9.484543e-03,0.000000e+00,0.000000e+00,205,6.978266e-05,0,0,0,166,18,3.270898e+04,45613
8166,13,107875,9.614686e-04,4.891748e-03,9.851647e-03,0.000000e+00,0.000000e+00,203,4.320147e-05,0,0,0,255,18,3.271681e+04,45542
8167,14,107889,1.343217e-03,4.918002e-03,9.205434e-03,0.000000e+00,0.000000e+00,191,2.939255e-05,0,0,0,255,18,3.272483e+04,45496
8168,11,107900,9.233246e-04,4.950185e-03,1.004819e-02,0.000000e+00,0.000000e+00,197,6.907991e-04,0,0,0,59,18,3.273306e+04,45669
8169,11,107911,1.082969e-03,4.905097e-03,9.216620e-03,0.000000e+00,0.000000e+00,192,3.624375e-04,0,0,0,59,18,3.274107e+04,45861
8170,9,107920,1.274570e-03,4.948761e-03,9.762385e-03,0.000000e+00,0.000000e+00,188,2.383241e-04,0,0,0,94,18,3.274887e+04,46066
8171,11,107931,1.185425e-03,4.933118e-03,9.762385e-03,0.000000e+00,0.000000e+00,201,3.132052e-05,0,0,0,14,18,3.275693e+04,45847
8172,13,107944,1.067033e-03,5.026119e-03,1.246576e-02,0.000000e+00,0.000000e+00,205,2.056584e-04,0,0,0,199,18,3.276524e+04,45634
8173,12,107956,1.006870e-03,4.968750e-03,1.000000e-02,0.000000e+00,0.000000e+00,190,1.019646e-04,0,0,0,71,18,3.277277e+04,45742
8174,12,107968,1.491015e-03,5.059710e-03,1.000000e-02,0.000000e+00,0.000000e+00,184,1.058565e-04,0,0,0,238,18,3.278084e+04,45896
8175,9,107977,1.790546e-03,4.986619e-03,9.199523e-03,0.000000e+00,0.000000e+00,193,5.867184e-05,0,0,0,47,18,3.278896e+04,46293
8176,9,107986,1.693482e-03,4.996743e-03,9.680251e-03,0.000000e+00,0.000000e+00,205,6.407942e-04,0,0,0,211,18,3.279719e+04,46519
8177,11,107997,1.448710e-03,5.020016e-03,9.236750e-03,0.000000e+00,0.000000e+00,197,1.107724e-04,0,0,0,133,18,3.280489e+04,46947
8178,12,108009,1.512495e-03,5.083644e-03,1.009091e-02,0.000000e+00,0.000000e+00,176,1.545981e-04,0,0,0,124,18,3.281298e+04,46772
8179,17,108026,9.155486e-04,4.992154e-03,9.533097e-03,0.000000e+00,0.000000e+00,203,3.247925e-06,0,0,0,93,18,3.282091e+04,46712
8180,15,108041,9.048197e-04,4.959616e-03,1.096513e-02,0.000000e+00,0.000000e+00,213,5.860145e-05,0,0,0,93,18,3.282895e+04,46549
8181,13,108054,1.064459e-03,4.941026e-03,1.000000e-02,0.000000e+00,0.000000e+00,205,1.544144e-04,0,0,0,45,18,3.283716e+04,46915
8182,11,108065,1.288806e-03,5.033037e-03,1.087089e-02,0.000000e+00,0.000000e+00,202,1.837739e-06,0,0,0,246,18,3.284541e+04,46741
8183,12,108077,8.198390e-04,5.117959e-03,1.170391e-02,0.000000e+00,0.000000e+00,187,2.193798e-04,0,0,0,27,18,3.285300e+04,46576
8184,14,108091,1.061244e-03,4.978591e-03,9.560036e-03,0.000000e+00,0.000000e+00,209,5.854487e-05,0,0,0,195,18,3.286116e+04,46559
8185,12,108103,6.783772e-04,4.906634e-03,9.868308e-03,0.000000e+00,0.000000e+00,210,1.806011e-04,0,0,0,99,18,3.286913e+04,47097
8186,11,108114,1.195585e-03,4.923665e-03,9.697127e-03,0.000000e+00,0.000000e+00,204,5.851692e-05,0,0,0,27,18,3.287709e+04,47400
8187,12,108126,1.405631e-03,4.922607e-03,1.193297e-02,0.000000e+00,0.000000e+00,207,3.356498e-04,0,0,0,47,18,3.288529e+04,47472
8188,14,108140,1.232310e-03,4.860231e-03,1.000000e-02,0.000000e+00,0.000000e+00,202,1.107783e-05,0,0,0,62,18,3.289324e+04,47535
8189,13,108153,1.419395e-03,4.868370e-03,9.162127e-03,0.000000e+00,0.000000e+00,199,3.923002e-04,0,0,0,62,18,3.290126e+04,47502
8190,17,108170,1.046167e-03,4.863203e-03,1.000000e-02,0.000000e+00,0.000000e+00,213,4.314500e-04,0,0,0,112,18,3.290947e+04,47057
8191,12,108182,9.908071e-04,4.818893e-03,8.787144e-03,0.000000e+00,0.000000e+00,210,8.951133e-05,0,0,0,209,18,3.291736e+04,46764
8192,10,108192,1.288825e-03,4.987588e-03,1.022755e-02,0.000000e+00,0.000000e+00,194,2.368967e-04,0,0,0,28,18,3.292543e+04,46654
8193,13,108205,1.138673e-03,4.969211e-03,1.000000e-02,0.000000e+00,0.000000e+00,214,1.716449e-04,0,0,0,49,18,3.293371e+04,46748
8194,12,108217,9.518655e-04,5.047382e-03,1.070616e-02,0.000000e+00,0.000000e+00,199,1.774496e-05,0,0,0,118,18,3.294141e+04,46850
8195,28,108245,8.275934e-04,4.758730e-03,1.000000e-02,0.000000e+00,0.000000e+00,228,5.838999e-05,0,0,0,112,18,3.294965e+04,47054
8196,15,108260,1.191358e-03,4.951769e-03,1.209888e-02,0.000000e+00,0.000000e+00,208,6.383964e-04,0,0,0,68,18,3.295737e+04,47039
8197,14,108274,1.363721e-03,5.004155e-03,1.038515e-02,0.000000e+00,0.000000e+00,203,1.747944e-04,0,0,0,205,18,3.296579e+04,47094
8198,10,108284,9.121239e-04,5.017716e-03,1.159519e-02,0.000000e+00,0.000000e+00,200,5.700947e-04,0,0,0,132,18,3.297388e+04,46905
8199,10,108294,1.373020e-03,4.904454e-03,9.713527e-03,0.000000e+00,0.000000e+00,214,3.937669e-04,0,0,0,145,18,3.298191e+04,47036
8200,21,108315,7.558407e-04,4.888558e-03,9.104193e-03,0.000000e+00,0.000000e+00,195,5.832014e-05,0,0,0,40,18,3.298971e+04,47002
8201,10,108325,1.389916e-03,4.914640e-03,9.104193e-03,0.000000e+00,0.000000e+00,194,3.213943e-04,0,0,0,58,18,3.299763e+04,46889
8202,13,108338,1.029713e-03,4.917951e-03,9.777566e-03,0.000000e+00,0.000000e+00,211,2.192726e-05,0,0,0,250,18,3.300590e+04,46462
8203,12,108350,1.487129e-03,4.905605e-03,9.777566e-03,0.000000e+00,0.000000e+00,203,1.438388e-05,0,0,0,40,18,3.301386e+04,46465
8204,10,108360,1.351619e-03,5.092592e-03,1.164814e-02,0.000000e+00,0.000000e+00,196,3.102631e-04,0,0,0,42,18,3.302190e+04,46783
8205,14,108374,1.293140e-03,4.948050e-03,1.000000e-02,0.000000e+00,0.000000e+00,193,3.051944e-05,0,0,0,169,18,3.302974e+04,46516
8206,13,108387,8.450833e-04,4.914845e-03,8.973298e-03,0.000000e+00,0.000000e+00,202,5.899667e-04,0,0,0,198,18,3.303821e+04,46387
8207,13,108400,1.167198e-03,4.858635e-03,1.055040e-02,0.000000e+00,0.000000e+00,211,5.978804e-04,0,0,0,108,18,3.304654e+04,46384
8208,10,108410,1.293366e-03,4.969848e-03,1.114672e-02,0.000000e+00,0.000000e+00,193,5.965661e-04,0,0,0,202,18,3.305430e+04,45889
8209,13,108423,9.049021e-04,4.947865e-03,1.124474e-02,0.000000e+00,0.000000e+00,209,4.575159e-04,0,0,0,75,18,3.306243e+04,46111
8210,20,108443,7.129722e-04,5.017051e-03,1.028250e-02,0.000000e+00,0.000000e+00,200,2.687090e-04,0,0,0,75,18,3.307047e+04,46503
8211,20,108463,5.714807e-04,4.964333e-03,1.208671e-02,0.000000e+00,0.000000e+00,203,1.380186e-04,0,0,0,75,18,3.307854e+04,46048
8212,13,108476,1.080955e-03,4.953497e-03,1.182403e-02,0.000000e+00,0.000000e+00,213,5.381457e-05,0,0,0,75,18,3.308659e+04,45866
8213,14,108490,1.325000e-03,4.934347e-03,1.000000e-02,0.000000e+00,0.000000e+00,191,5.813766e-05,0,0,0,212,18,3.309483e+04,45589
8214,15,108505,1.049521e-03,4.958620e-03,1.033300e-02,0.000000e+00,0.000000e+00,196,1.635563e-04,0,0,0,111,18,3.310277e+04,45855
8215,12,108517,1.125189e-03,4.872145e-03,9.656481e-03,0.000000e+00,0.000000e+00,220,1.209118e-05,0,0,0,74,18,3.311063e+04,45483
8216,16,108533,8.635666e-04,4.881351e-03,1.089983e-02,0.000000e+00,0.000000e+00,195,9.209289e-05,0,0,0,202,18,3.311879e+04,45502
8217,14,108547,1.303383e-03,4.810464e-03,9.995210e-03,0.000000e+00,0.000000e+00,220,5.463035e-04,0,0,0,61,18,3.312651e+04,45991
8218,17,108564,6.187593e-04,4.907639e-03,1.000000e-02,0.000000e+00,0.000000e+00,209,1.848014e-06,0,0,0,209,18,3.313474e+04,45791
8219,11,108575,1.331477e-03,4.991503e-03,9.711239e-03,0.000000e+00,0.000000e+00,190,5.805476e-05,0,0,0,209,18,3.314280e+04,45641
8220,15,108590,1.015686e-03,4.954652e-03,8.594231e-03,0.000000e+00,0.000000e+00,197,3.239342e-04,0,0,0,170,18,3.315067e+04,45532
8221,14,108604,8.187174e-04,4.907893e-03,9.037554e-03,0.000000e+00,0.000000e+00,202,9.841855e-05,0,0,0,228,18,3.315925e+04,45626
8222,13,108617,1.012732e-03,4.940706e-03,1.110196e-02,0.000000e+00,0.000000e+00,198,2.524973e-04,0,0,0,36,18,3.316707e+04,44525
8223,15,108632,9.485658e-04,4.919128e-03,9.290444e-03,0.000000e+00,0.000000e+00,193,9.562276e-05,0,0,0,206,18,3.317501e+04,45041
8224,25,108657,6.874842e-04,5.013784e-03,1.147487e-02,0.000000e+00,0.000000e+00,196,2.305358e-04,0,0,0,83,18,3.318296e+04,45172
8225,21,108678,7.328499e-04,5.061235e-03,1.190870e-02,0.000000e+00,0.000000e+00,200,2.550163e-04,0,0,0,83,18,3.319105e+04,45571
8226,11,108689,1.337128e-03,5.061733e-03,1.202314e-02,0.000000e+00,0.000000e+00,182,7.048824e-05,0,0,0,19,18,3.319940e+04,45721
8227,11,108700,9.521266e-04,5.025756e-03,1.000000e-02,0.000000e+00,0.000000e+00,186,4.765013e-04,0,0,0,38,18,3.320766e+04,45825
8228,10,108710,1.415595e-03,5.037596e-03,1.066412e-02,0.000000e+00,0.000000e+00,204,5.792952e-05,0,0,0,173,18,3.321554e+04,45701
8229,11,108721,1.151237e-03,4.910754e-03,1.169049e-02,0.000000e+00,0.000000e+00,220,2.501929e-04,0,0,0,120,18,3.322355e+04,45927
8230,10,108731,1.629199e-03,4.785810e-03,9.625277e-03,0.000000e+00,0.000000e+00,203,7.394798e-05,0,0,0,116,18,3.323144e+04,45839
8231,13,108744,1.206887e-03,4.815198e-03,9.625277e-03,0.000000e+00,0.000000e+00,197,6.626738e-06,0,0,0,213,18,3.323986e+04,45694
8232,10,108754,1.558393e-03,4.922114e-03,1.000000e-02,0.000000e+00,0.000000e+00,187,1.056560e-04,0,0,0,213,18,3.324793e+04,45084
8233,13,108767,1.305820e-03,4.879530e-03,1.087762e-02,0.000000e+00,0.000000e+00,194,5.786026e-05,0,0,0,173,18,3.325589e+04,44758
8234,24,108791,7.067238e-04,4.955450e-03,1.017778e-02,0.000000e+00,0.000000e+00,192,5.784773e-05,0,0,0,3,18,3.326321e+04,44654
8235,12,108803,1.014649e-03,4.979248e-03,1.026125e-02,0.000000e+00,0.000000e+00,195,4.248395e-04,0,0,0,3,18,3.327128e+04,44514
8236,12,108815,1.022551e-03,5.091185e-03,1.023377e-02,0.000000e+00,0.000000e+00,181,5.781890e-05,0,0,0,209,18,3.328004e+04,43994
8237,18,108833,9.002612e-04,4.953672e-03,1.000000e-02,0.000000e+00,0.000000e+00,204,5.954828e-05,0,0,0,170,18,3.328795e+04,44118
8238,14,108847,9.553470e-04,4.862495e-03,9.807788e-03,0.000000e+00,0.000000e+00,214,4.239084e-04,0,0,0,22,18,3.329621e+04,44458
8239,11,108858,9.512112e-04,5.064499e-03,1.157479e-02,0.000000e+00,0.000000e+00,174,3.143908e-04,0,0,0,22,18,3.330428e+04,44767
8240,11,108869,8.877515e-04,4.863712e-03,1.000000e-02,0.000000e+00,0.000000e+00,229,1.632946e-04,0,0,0,99,18,3.331233e+04,44679
8241,16,108885,1.239530e-03,4.805139e-03,9.307707e-03,0.000000e+00,0.000000e+00,212,1.804891e-04,0,0,0,253,18,3.332060e+04,44558
8242,11,108896,1.447285e-03,4.864257e-03,1.202272e-02,0.000000e+00,0.000000e+00,185,5.773641e-05,0,0,0,181,18,3.332830e+04,44571
8243,12,108908,9.975694e-04,4.753575e-03,1.000000e-02,0.000000e+00,0.000000e+00,209,5.772282e-05,0,0,0,160,18,3.333627e+04,44561
8244,14,108922,1.148098e-03,4.793497e-03,1.063706e-02,0.000000e+00,0.000000e+00,206,1.055756e-04,0,0,0,92,18,3.334456e+04,44757
8245,12,108934,8.436372e-04,4.938104e-03,8.902539e-03,0.000000e+00,0.000000e+00,198,7.437421e-05,0,0,0,216,18,3.335269e+04,45201
8246,11,108945,8.339270e-04,4.906662e-03,9.984741e-03,0.000000e+00,0.000000e+00,205,3.492292e-04,0,0,0,223,18,3.336147e+04,45547
8247,19,108964,5.246636e-04,4.761287e-03,9.402483e-03,0.000000e+00,0.000000e+00,215,9.194866e-04,0,0,0,74,18,3.336905e+04,45748
8248,16,108980,8.492086e-04,4.778488e-03,1.000000e-02,0.000000e+00,0.000000e+00,200,1.147881e-05,0,0,0,109,18,3.337689e+04,45704
8249,12,108992,1.129913e-03,4.788319e-03,9.743205e-03,0.000000e+00,0.000000e+00,190,8.188147e-04,0,0,0,28,18,3.338513e+04,45730
8250,17,109009,7.061909e-04,4.863912e-03,1.023875e-02,0.000000e+00,0.000000e+00,219,5.762523e-05,0,0,0,229,18,3.339357e+04,45647
8251,15,109024,1.099933e-03,4.732265e-03,1.000000e-02,0.000000e+00,0.000000e+00,201,4.065208e-04,0,0,0,77,18,3.340163e+04,45959
8252,14,109038,7.652541e-04,4.889173e-03,1.011307e-02,0.000000e+00,0.000000e+00,194,5.407593e-06,0,0,0,229,18,3.340975e+04,45571
8253,13,109051,1.117396e-03,4.912341e-03,9.566260e-03,0.000000e+00,0.000000e+00,197,9.800120e-05,0,0,0,209,18,3.341755e+04,45664
8254,19,109070,6.767620e-04,4.992088e-03,1.145961e-02,0.000000e+00,0.000000e+00,194,4.801291e-05,0,0,0,38,18,3.342598e+04,45502
8255,14,109084,8.386179e-04,4.984053e-03,1.073356e-02,0.000000e+00,0.000000e+00,185,2.140540e-04,0,0,0,98,18,3.343406e+04,45472
8256,13,109097,1.281927e-03,5.112282e-03,1.203765e-02,0.000000e+00,0.000000e+00,187,6.451719e-05,0,0,0,38,18,3.344218e+04,45464
8257,16,109113,8.320163e-04,5.076102e-03,1.000000e-02,0.000000e+00,0.000000e+00,195,5.752905e-05,0,0,0,98,18,3.345024e+04,45990
8258,16,109129,9.117803e-04,5.105110e-03,1.000000e-02,0.000000e+00,0.000000e+00,199,9.282172e-07,0,0,0,216,18,3.345791e+04,46246
8259,16,109145,8.020267e-04,4.915361e-03,9.979913e-03,0.000000e+00,0.000000e+00,216,4.483906e-04,0,0,0,98,18,3.346644e+04,46369
8260,15,109160,9.459347e-04,4.928980e-03,1.012056e-02,0.000000e+00,0.000000e+00,198,1.577105e-04,0,0,0,241,18,3.347454e+04,46208
8261,12,109172,8.146768e-04,4.866092e-03,9.967041e-03,0.000000e+00,0.000000e+00,213,5.531309e-04,0,0,0,239,18,3.348247e+04,46611
8262,13,109185,1.043824e-03,4.845020e-03,9.967041e-03,0.000000e+00,0.000000e+00,198,1.729644e-04,0,0,0,38,18,3.349074e+04,46526
8263,13,109198,1.347602e-03,4.928111e-03,9.666089e-03,0.000000e+00,0.000000e+00,204,5.744669e-05,0,0,0,229,18,3.349891e+04,46741
8264,11,109209,1.025832e-03,4.972351e-03,1.078832e-02,0.000000e+00,0.000000e+00,194,1.102374e-04,0,0,0,225,18,3.350652e+04,46631
8265,11,109220,8.518206e-04,4.954306e-03,1.021085e-02,0.000000e+00,0.000000e+00,190,1.456392e-04,0,0,0,78,18,3.351538e+04,46617
8266,13,109233,1.138943e-03,5.110033e-03,1.070711e-02,0.000000e+00,0.000000e+00,183,5.740594e-05,0,0,0,48,18,3.352305e+04,46572
8267,11,109244,1.442573e-03,5.038786e-03,1.000000e-02,0.000000e+00,0.000000e+00,199,1.282347e-04,0,0,0,131,18,3.353090e+04,47132
8268,9,109253,1.505864e-03,5.280599e-03,1.077601e-02,0.000000e+00,0.000000e+00,167,5.041794e-04,0,0,0,16,18,3.353866e+04,47090
8269,10,109263,1.464424e-03,5.007660e-03,1.000000e-02,0.000000e+00,0.000000e+00,219,2.106396e-04,0,0,0,0,18,3.354741e+04,47117
8270,16,109279,9.334604e-04,5.145951e-03,9.843210e-03,0.000000e+00,0.000000e+00,188,7.760922e-05,0,0,0,99,18,3.355532e+04,46963
8271,12,109291,9.629164e-04,5.099226e-03,9.570436e-03,0.000000e+00,0.000000e+00,190,9.373300e-05,0,0,0,16,18,3.356299e+04,46957
