boundary,iters,cum_iters,ideal_min,ideal_mean,ideal_max,resid_min,resid_max,rejects,err_max,n_debt,n_subfloor,n_guard,eworld,qmax_i,qmax,ncon
0,5,5,5.069652e-03,8.993507e-03,1.000000e-02,0.000000e+00,0.000000e+00,156,1.641404e-04,0,0,0,9,16,1.873002e+01,13463
1,3,8,5.668608e-03,7.179638e-03,1.000000e-02,0.000000e+00,0.000000e+00,197,1.383166e-04,0,0,0,122,24,6.453737e+00,12002
2,3,11,6.130544e-03,7.050551e-03,9.758895e-03,0.000000e+00,0.000000e+00,37,2.823155e-04,0,0,0,4,30,1.873013e+01,10710
3,8,19,2.731942e-03,5.407182e-03,1.038457e-02,0.000000e+00,0.000000e+00,354,1.937426e-05,0,0,0,46,24,1.645374e+01,10833
4,7,26,3.708178e-03,5.720973e-03,1.000000e-02,0.000000e+00,0.000000e+00,45,1.564570e-07,0,0,0,1,30,1.873033e+01,10907
5,7,33,2.923622e-03,5.545150e-03,9.408752e-03,0.000000e+00,0.000000e+00,162,5.920810e-05,0,0,0,25,30,1.623046e+01,10908
6,7,40,2.301101e-03,5.677252e-03,1.007299e-02,0.000000e+00,0.000000e+00,49,8.484037e-05,0,0,0,204,24,1.145374e+01,11379
7,8,48,2.415509e-03,5.544556e-03,8.455170e-03,0.000000e+00,0.000000e+00,64,1.463726e-05,0,0,0,250,16,1.876998e+01,12046
8,7,55,2.653844e-03,4.993808e-03,9.725592e-03,0.000000e+00,0.000000e+00,120,8.570883e-06,0,0,0,59,30,1.123124e+01,14077
9,6,61,2.861354e-03,5.173110e-03,9.725592e-03,0.000000e+00,0.000000e+00,99,1.218460e-04,0,0,0,144,17,1.895374e+01,14866
10,8,69,2.204222e-03,4.089164e-03,1.000000e-02,0.000000e+00,0.000000e+00,267,1.334160e-04,0,0,0,27,30,1.623181e+01,15701
11,9,78,2.035845e-03,4.931485e-03,8.273789e-03,0.000000e+00,0.000000e+00,109,1.610324e-04,0,0,0,4,30,1.873188e+01,16621
12,9,87,1.795234e-03,5.032426e-03,1.042100e-02,0.000000e+00,0.000000e+00,139,5.681870e-04,0,0,0,251,16,1.876998e+01,16267
13,9,96,1.892299e-03,5.012308e-03,9.465130e-03,0.000000e+00,0.000000e+00,96,1.114108e-04,0,0,0,60,24,1.145374e+01,14973
14,6,102,2.628496e-03,5.125000e-03,1.000000e-02,0.000000e+00,0.000000e+00,92,3.612082e-04,0,0,0,175,24,1.895374e+01,15000
15,8,110,2.314691e-03,5.168770e-03,8.648416e-03,0.000000e+00,0.000000e+00,90,1.575414e-04,0,0,0,106,24,6.453737e+00,15171
16,7,117,1.870301e-03,5.357060e-03,9.602553e-03,0.000000e+00,0.000000e+00,65,1.717070e-04,0,0,0,219,16,1.376998e+01,15343
17,8,125,2.268948e-03,5.446503e-03,9.602553e-03,0.000000e+00,0.000000e+00,63,7.267362e-06,0,0,0,27,30,1.623205e+01,15487
18,9,134,1.577556e-03,5.507315e-03,1.000000e-02,0.000000e+00,0.000000e+00,76,4.761201e-07,0,0,0,211,16,1.376998e+01,15690
19,8,142,1.826401e-03,5.654675e-03,9.203419e-03,0.000000e+00,0.000000e+00,64,7.214573e-05,0,0,0,247,16,1.876998e+01,15801
20,8,150,2.360062e-03,5.836193e-03,1.002770e-02,0.000000e+00,0.000000e+00,68,2.761286e-04,0,0,0,251,16,1.876998e+01,15689
21,7,157,1.672114e-03,5.668707e-03,9.900000e-03,0.000000e+00,0.000000e+00,103,6.410611e-05,0,0,0,239,24,1.895374e+01,15640
22,10,167,1.958146e-03,6.032314e-03,1.000000e-02,0.000000e+00,0.000000e+00,59,3.910079e-05,0,0,0,163,17,1.145374e+01,15669
23,7,174,2.365465e-03,5.967665e-03,9.743875e-03,0.000000e+00,0.000000e+00,72,4.024420e-04,0,0,0,48,17,1.895374e+01,15711
24,8,182,1.449208e-03,6.099205e-03,1.060455e-02,0.000000e+00,0.000000e+00,72,3.503283e-04,0,0,0,130,17,1.395374e+01,15654
25,7,189,2.065518e-03,6.031867e-03,1.000000e-02,0.000000e+00,0.000000e+00,80,9.672310e-05,0,0,0,195,17,1.145374e+01,15652
26,8,197,1.969462e-03,6.322858e-03,1.132262e-02,0.000000e+00,0.000000e+00,54,3.850664e-04,0,0,0,195,17,1.145374e+01,15646
27,6,203,1.819058e-03,6.124714e-03,1.000000e-02,0.000000e+00,0.000000e+00,133,4.293639e-04,0,0,0,130,17,1.395374e+01,15609
28,6,209,2.507549e-03,6.433946e-03,1.010648e-02,0.000000e+00,0.000000e+00,48,8.750908e-05,0,0,0,130,17,1.395374e+01,15649
29,6,215,2.599751e-03,6.395304e-03,1.038318e-02,0.000000e+00,0.000000e+00,64,1.435805e-04,0,0,0,165,17,6.453737e+00,15645
30,8,223,1.998262e-03,6.624442e-03,1.094170e-02,0.000000e+00,0.000000e+00,59,5.473663e-06,0,0,0,137,24,3.953737e+00,15619
31,8,231,2.267530e-03,6.491425e-03,1.020317e-02,0.000000e+00,0.000000e+00,87,1.219584e-05,0,0,0,64,17,1.895374e+01,15620
32,7,238,2.405010e-03,6.467583e-03,1.076431e-02,0.000000e+00,0.000000e+00,118,2.200607e-05,0,0,0,230,16,1.626998e+01,15622
33,8,246,1.489564e-03,6.370681e-03,1.049411e-02,0.000000e+00,0.000000e+00,100,7.521149e-05,0,0,0,195,17,1.145374e+01,15628
34,5,251,2.658165e-03,6.754782e-03,1.197900e-02,0.000000e+00,0.000000e+00,49,2.761666e-04,0,0,0,210,17,1.395374e+01,15681
35,7,258,2.147830e-03,6.680150e-03,1.271896e-02,0.000000e+00,0.000000e+00,59,1.084725e-04,0,0,0,48,17,1.895374e+01,15680
36,7,265,2.548539e-03,7.051132e-03,1.126819e-02,0.000000e+00,0.000000e+00,53,7.675154e-05,0,0,0,157,24,1.395374e+01,15681
37,6,271,2.243689e-03,6.835978e-03,1.047830e-02,0.000000e+00,0.000000e+00,77,1.618967e-04,0,0,0,242,16,1.876998e+01,15703
38,7,278,3.091263e-03,6.791471e-03,1.197900e-02,0.000000e+00,0.000000e+00,131,1.764467e-04,0,0,0,92,24,1.145374e+01,15747
39,8,286,2.896376e-03,6.621491e-03,1.025635e-02,0.000000e+00,0.000000e+00,81,4.560926e-05,0,0,0,17,17,1.645374e+01,15782
40,6,292,3.723389e-03,6.971817e-03,1.197900e-02,0.000000e+00,0.000000e+00,60,1.647418e-04,0,0,0,250,16,1.876998e+01,15817
41,7,299,2.761278e-03,6.960941e-03,1.122788e-02,0.000000e+00,0.000000e+00,63,5.509709e-06,0,0,0,66,17,1.395374e+01,15902
42,7,306,3.797372e-03,7.443202e-03,1.354714e-02,0.000000e+00,0.000000e+00,53,9.281852e-07,0,0,0,38,30,1.373066e+01,15944
43,6,312,2.540810e-03,7.036926e-03,1.179573e-02,0.000000e+00,0.000000e+00,117,1.681766e-04,0,0,0,162,17,1.395374e+01,16033
44,7,319,3.168773e-03,7.162516e-03,1.127512e-02,0.000000e+00,0.000000e+00,103,1.844347e-04,0,0,0,166,16,6.269981e+00,16156
45,8,327,3.105629e-03,6.918522e-03,1.026708e-02,0.000000e+00,0.000000e+00,102,5.714084e-06,0,0,0,78,24,1.645374e+01,16299
46,10,337,1.463053e-03,7.158657e-03,1.236889e-02,0.000000e+00,0.000000e+00,71,4.105112e-05,0,0,0,20,30,1.623330e+01,16379
47,6,343,3.325960e-03,7.018002e-03,1.109684e-02,0.000000e+00,0.000000e+00,74,7.503381e-05,0,0,0,20,30,1.623551e+01,16515
48,8,351,2.673096e-03,7.203029e-03,1.095401e-02,0.000000e+00,0.000000e+00,73,8.970149e-05,0,0,0,199,16,1.126998e+01,16668
49,8,359,2.064637e-03,6.792839e-03,1.021312e-02,0.000000e+00,0.000000e+00,142,8.132532e-05,0,0,0,40,30,1.373162e+01,16918
50,7,366,1.868122e-03,6.888603e-03,1.131837e-02,0.000000e+00,0.000000e+00,95,1.419830e-05,0,0,0,99,17,1.145374e+01,17054
51,13,379,1.057842e-03,6.814668e-03,1.113745e-02,0.000000e+00,0.000000e+00,88,1.708131e-05,0,0,0,192,17,1.895374e+01,17318
52,13,392,1.132407e-03,6.971152e-03,1.168271e-02,0.000000e+00,0.000000e+00,77,9.946761e-06,0,0,0,192,17,1.895374e+01,17531
53,12,404,1.028596e-03,6.773585e-03,1.381510e-02,0.000000e+00,0.000000e+00,104,4.162291e-04,0,0,0,39,16,1.373002e+01,17994
54,9,413,1.554536e-03,6.824184e-03,1.150798e-02,0.000000e+00,0.000000e+00,91,3.858471e-06,0,0,0,69,30,8.731639e+00,18363
55,11,424,1.374137e-03,6.395405e-03,1.109598e-02,0.000000e+00,0.000000e+00,154,1.849789e-05,0,0,0,39,16,1.373002e+01,18631
56,12,436,1.547634e-03,6.488573e-03,1.293483e-02,0.000000e+00,0.000000e+00,106,1.069193e-05,0,0,0,39,16,1.373002e+01,18891
57,12,448,1.453514e-03,6.344556e-03,1.196806e-02,0.000000e+00,0.000000e+00,108,8.258353e-05,0,0,0,76,24,1.145374e+01,19127
58,12,460,1.293611e-03,6.494664e-03,1.185538e-02,0.000000e+00,0.000000e+00,105,3.238942e-04,0,0,0,21,30,1.623894e+01,19255
59,10,470,1.444465e-03,6.324846e-03,1.395503e-02,0.000000e+00,0.000000e+00,106,1.608768e-04,0,0,0,216,16,1.376998e+01,19414
60,12,482,1.037394e-03,6.518108e-03,1.442581e-02,0.000000e+00,0.000000e+00,98,3.461941e-04,0,0,0,39,16,1.373002e+01,19774
61,11,493,1.083959e-03,6.114734e-03,1.047872e-02,0.000000e+00,0.000000e+00,154,4.933399e-05,0,0,0,146,17,1.395374e+01,20008
62,10,503,1.313663e-03,6.348594e-03,1.173890e-02,0.000000e+00,0.000000e+00,106,9.585757e-05,0,0,0,61,24,1.395374e+01,20655
63,11,514,1.642939e-03,6.137800e-03,1.323256e-02,0.000000e+00,0.000000e+00,122,7.305383e-04,0,0,0,57,30,1.123260e+01,21178
64,14,528,1.064705e-03,6.079359e-03,1.132640e-02,0.000000e+00,0.000000e+00,124,7.095443e-04,0,0,0,115,17,1.145374e+01,21260
65,14,542,9.340773e-04,5.907128e-03,1.058180e-02,0.000000e+00,0.000000e+00,137,5.203435e-05,0,0,0,189,24,1.395374e+01,21744
66,11,553,1.158677e-03,5.879757e-03,1.354797e-02,0.000000e+00,0.000000e+00,146,4.684696e-05,0,0,0,29,30,1.623384e+01,22053
67,11,564,1.309508e-03,5.783057e-03,1.080805e-02,0.000000e+00,0.000000e+00,139,1.054016e-05,0,0,0,189,24,1.395374e+01,23136
68,13,577,1.086354e-03,5.892549e-03,1.093147e-02,0.000000e+00,0.000000e+00,129,6.933490e-04,0,0,0,89,30,6.236938e+00,23514
69,17,594,7.416963e-04,5.712169e-03,1.307773e-02,0.000000e+00,0.000000e+00,156,7.591087e-04,0,0,0,89,30,6.234920e+00,23700
70,14,608,1.241656e-03,5.995875e-03,1.179655e-02,0.000000e+00,0.000000e+00,106,9.817787e-06,0,0,0,89,30,6.231344e+00,24117
71,11,619,1.224022e-03,5.719238e-03,1.140647e-02,0.000000e+00,0.000000e+00,152,1.784274e-05,0,0,0,161,17,1.645374e+01,24437
72,14,633,1.102246e-03,5.757160e-03,1.007493e-02,0.000000e+00,0.000000e+00,156,6.257604e-07,0,0,0,135,18,2.420111e+00,25100
73,14,647,1.041660e-03,5.548628e-03,1.182342e-02,0.000000e+00,0.000000e+00,152,3.173756e-04,0,0,0,52,16,1.123002e+01,25557
74,13,660,1.216252e-03,5.622558e-03,1.317690e-02,0.000000e+00,0.000000e+00,146,1.701490e-04,0,0,0,112,17,1.895374e+01,26031
75,12,672,1.256413e-03,5.473165e-03,1.000000e-02,0.000000e+00,0.000000e+00,155,1.200193e-05,0,0,0,52,30,1.123191e+01,26414
76,13,685,9.317175e-04,5.625549e-03,1.291520e-02,0.000000e+00,0.000000e+00,145,3.613889e-05,0,0,0,206,24,1.645374e+01,26964
77,12,697,1.150252e-03,5.493513e-03,1.301388e-02,0.000000e+00,0.000000e+00,163,7.578818e-06,0,0,0,81,17,1.645374e+01,27267
78,14,711,1.089025e-03,5.536849e-03,1.236547e-02,0.000000e+00,0.000000e+00,149,1.180854e-04,0,0,0,138,24,6.453737e+00,27753
79,11,722,1.054483e-03,5.291563e-03,1.000000e-02,0.000000e+00,0.000000e+00,183,4.745842e-04,0,0,0,209,17,1.645374e+01,27818
80,12,734,1.567762e-03,5.517480e-03,1.094633e-02,0.000000e+00,0.000000e+00,140,3.274776e-06,0,0,0,138,24,6.453737e+00,28071
81,11,745,1.188416e-03,5.269473e-03,1.000000e-02,0.000000e+00,0.000000e+00,174,8.335295e-07,0,0,0,235,16,1.626998e+01,28192
82,14,759,9.756367e-04,5.319804e-03,1.067481e-02,0.000000e+00,0.000000e+00,164,5.118205e-05,0,0,0,24,30,1.626026e+01,28538
83,15,774,1.010731e-03,5.188469e-03,1.000000e-02,0.000000e+00,0.000000e+00,179,4.064837e-05,0,0,0,218,30,1.377656e+01,28714
84,11,785,1.317353e-03,5.243151e-03,1.116664e-02,0.000000e+00,0.000000e+00,158,3.183816e-04,0,0,0,106,24,6.453737e+00,28808
85,13,798,1.060826e-03,5.247580e-03,1.000000e-02,0.000000e+00,0.000000e+00,139,4.776966e-06,0,0,0,15,24,1.895374e+01,29121
86,11,809,1.167794e-03,5.269288e-03,1.089000e-02,0.000000e+00,0.000000e+00,157,3.036991e-06,0,0,0,237,16,1.626998e+01,29070
87,15,824,9.333465e-04,5.072811e-03,1.000000e-02,0.000000e+00,0.000000e+00,178,2.701869e-04,0,0,0,155,24,8.953737e+00,29181
88,12,836,1.042945e-03,5.307219e-03,1.392671e-02,0.000000e+00,0.000000e+00,159,5.246785e-04,0,0,0,196,16,1.126998e+01,28858
89,14,850,7.371843e-04,5.142075e-03,1.144623e-02,0.000000e+00,0.000000e+00,171,2.036767e-04,0,0,0,196,30,1.127641e+01,29192
90,12,862,1.056363e-03,5.352845e-03,1.173897e-02,0.000000e+00,0.000000e+00,149,1.357584e-04,0,0,0,82,17,1.395374e+01,29855
91,21,883,2.757214e-04,5.162008e-03,1.000000e-02,0.000000e+00,0.000000e+00,185,2.973399e-05,0,0,0,135,18,3.958885e+00,30668
92,14,897,1.022098e-03,5.313538e-03,1.191332e-02,0.000000e+00,0.000000e+00,158,4.535754e-04,0,0,0,96,17,1.895374e+01,30720
93,18,915,6.656444e-04,5.222578e-03,1.051875e-02,0.000000e+00,0.000000e+00,160,1.073791e-04,0,0,0,248,16,1.876998e+01,31145
94,13,928,1.013994e-03,5.372245e-03,1.282352e-02,0.000000e+00,0.000000e+00,152,4.992502e-04,0,0,0,248,16,1.876998e+01,31484
95,16,944,1.024685e-03,5.197553e-03,1.272768e-02,0.000000e+00,0.000000e+00,163,2.872418e-05,0,0,0,170,24,6.453737e+00,32192
96,13,957,1.005487e-03,5.245959e-03,1.303565e-02,0.000000e+00,0.000000e+00,162,2.911572e-04,0,0,0,170,24,6.453737e+00,32567
97,14,971,1.205267e-03,5.215951e-03,1.012938e-02,0.000000e+00,0.000000e+00,152,4.500219e-05,0,0,0,129,17,1.645374e+01,32589
98,16,987,6.302851e-04,5.340713e-03,1.075821e-02,0.000000e+00,0.000000e+00,159,1.842054e-04,0,0,0,246,16,1.876998e+01,32760
99,17,1004,8.673003e-04,5.218620e-03,1.000000e-02,0.000000e+00,0.000000e+00,175,9.284669e-07,0,0,0,226,30,1.627629e+01,33080
100,12,1016,1.323342e-03,5.255267e-03,1.076608e-02,0.000000e+00,0.000000e+00,181,6.609822e-04,0,0,0,226,30,1.628835e+01,33183
101,19,1035,9.579240e-04,4.966287e-03,9.808655e-03,0.000000e+00,0.000000e+00,200,9.279244e-07,0,0,0,141,24,1.395374e+01,33465
102,13,1048,9.451514e-04,5.209639e-03,1.098438e-02,0.000000e+00,0.000000e+00,153,5.622898e-05,0,0,0,141,24,1.395374e+01,33488
103,17,1065,8.586721e-04,4.959505e-03,1.000000e-02,0.000000e+00,0.000000e+00,202,7.519927e-05,0,0,0,69,16,8.730019e+00,34079
104,13,1078,1.181601e-03,5.163749e-03,1.204127e-02,0.000000e+00,0.000000e+00,151,1.378032e-04,0,0,0,69,16,8.730019e+00,34315
105,13,1091,1.129020e-03,5.073975e-03,9.563874e-03,0.000000e+00,0.000000e+00,170,3.059680e-04,0,0,0,60,24,1.145374e+01,34784
106,13,1104,1.087404e-03,5.292922e-03,1.100372e-02,0.000000e+00,0.000000e+00,143,5.010850e-04,0,0,0,62,24,1.645374e+01,35587
107,16,1120,1.089759e-03,5.034458e-03,1.210409e-02,0.000000e+00,0.000000e+00,204,8.410777e-04,0,0,0,235,16,1.626998e+01,35882
108,17,1137,7.768418e-04,5.214227e-03,1.100004e-02,0.000000e+00,0.000000e+00,156,2.074094e-04,0,0,0,12,30,1.878725e+01,35879
109,13,1150,9.503261e-04,5.038483e-03,1.089000e-02,0.000000e+00,0.000000e+00,204,2.269876e-05,0,0,0,164,17,8.953737e+00,36169
110,22,1172,8.826818e-04,5.083650e-03,1.197900e-02,0.000000e+00,0.000000e+00,190,1.202304e-05,0,0,0,44,30,1.376133e+01,36716
111,13,1185,9.952701e-04,5.124010e-03,1.261638e-02,0.000000e+00,0.000000e+00,173,2.730753e-05,0,0,0,33,17,1.645374e+01,36826
112,15,1200,9.520052e-04,5.319969e-03,1.586180e-02,0.000000e+00,0.000000e+00,144,2.020398e-05,0,0,0,101,17,6.453737e+00,36659
113,12,1212,1.231357e-03,5.102484e-03,1.601824e-02,0.000000e+00,0.000000e+00,204,2.039544e-05,0,0,0,166,16,6.269981e+00,37399
114,16,1228,8.298751e-04,5.144657e-03,1.073823e-02,0.000000e+00,0.000000e+00,177,2.084633e-04,0,0,0,243,16,1.876998e+01,37477
115,14,1242,9.294497e-04,4.967007e-03,1.000000e-02,0.000000e+00,0.000000e+00,181,1.097810e-05,0,0,0,192,17,1.895374e+01,37701
116,13,1255,1.089581e-03,4.973443e-03,1.121010e-02,0.000000e+00,0.000000e+00,196,4.706932e-07,0,0,0,134,18,6.526505e+00,37686
117,12,1267,1.404584e-03,4.977235e-03,1.000000e-02,0.000000e+00,0.000000e+00,162,6.945476e-05,0,0,0,42,30,1.375837e+01,38110
118,10,1277,1.243037e-03,5.134587e-03,1.031583e-02,0.000000e+00,0.000000e+00,178,9.237396e-05,0,0,0,135,18,6.754804e+00,38562
119,12,1289,1.438611e-03,4.974533e-03,1.089591e-02,0.000000e+00,0.000000e+00,187,8.165617e-06,0,0,0,208,17,1.895374e+01,38547
120,16,1305,1.060048e-03,5.025548e-03,1.237891e-02,0.000000e+00,0.000000e+00,198,5.430504e-05,0,0,0,230,16,1.626998e+01,38529
121,16,1321,7.480551e-04,5.016859e-03,1.000000e-02,0.000000e+00,0.000000e+00,168,2.088629e-05,0,0,0,127,24,1.895374e+01,38359
122,15,1336,8.507714e-04,5.090579e-03,1.032911e-02,0.000000e+00,0.000000e+00,179,5.689640e-04,0,0,0,230,16,1.626998e+01,38969
123,12,1348,8.905019e-04,4.842756e-03,1.159007e-02,0.000000e+00,0.000000e+00,201,1.229920e-05,0,0,0,127,24,1.895374e+01,38748
124,16,1364,8.096996e-04,4.970559e-03,1.046205e-02,0.000000e+00,0.000000e+00,184,1.243880e-04,0,0,0,105,18,7.475253e+00,39044
125,21,1385,6.935293e-04,5.027709e-03,1.034613e-02,0.000000e+00,0.000000e+00,166,2.532417e-06,0,0,0,230,16,1.626998e+01,39057
126,12,1397,9.027494e-04,5.041827e-03,1.062752e-02,0.000000e+00,0.000000e+00,180,1.267215e-04,0,0,0,230,16,1.626998e+01,38791
127,15,1412,7.464374e-04,4.759918e-03,1.000000e-02,0.000000e+00,0.000000e+00,199,1.084159e-04,0,0,0,230,16,1.626998e+01,38789
128,14,1426,9.634976e-04,5.022542e-03,1.000000e-02,0.000000e+00,0.000000e+00,170,2.934773e-05,0,0,0,152,18,7.973624e+00,38462
129,12,1438,5.867850e-04,5.012657e-03,9.443550e-03,0.000000e+00,0.000000e+00,168,4.538097e-05,0,0,0,118,18,8.102315e+00,38709
130,12,1450,1.318430e-03,5.192388e-03,1.187080e-02,0.000000e+00,0.000000e+00,150,4.742416e-04,0,0,0,99,17,1.145374e+01,39006
131,11,1461,7.472167e-04,5.238836e-03,1.008855e-02,0.000000e+00,0.000000e+00,177,1.977638e-04,0,0,0,32,17,1.895374e+01,39148
132,13,1474,1.135929e-03,5.159174e-03,1.094022e-02,0.000000e+00,0.000000e+00,175,1.874062e-04,0,0,0,79,24,1.895374e+01,39278
133,13,1487,1.211380e-03,5.137468e-03,1.000000e-02,0.000000e+00,0.000000e+00,176,1.200649e-04,0,0,0,79,24,1.895374e+01,39602
134,11,1498,1.329113e-03,5.173882e-03,1.159327e-02,0.000000e+00,0.000000e+00,182,1.698592e-04,0,0,0,103,18,8.751788e+00,39618
135,13,1511,9.516820e-04,5.070803e-03,1.000000e-02,0.000000e+00,0.000000e+00,188,3.526917e-04,0,0,0,176,17,1.895374e+01,39922
136,12,1523,1.350252e-03,5.134769e-03,1.097978e-02,0.000000e+00,0.000000e+00,174,1.218838e-04,0,0,0,75,18,9.019104e+00,39990
137,15,1538,1.049283e-03,4.934707e-03,9.149666e-03,0.000000e+00,0.000000e+00,203,1.262620e-04,0,0,0,235,30,1.629144e+01,40352
138,13,1551,1.222262e-03,5.131173e-03,1.000000e-02,0.000000e+00,0.000000e+00,172,9.974440e-04,0,0,0,235,30,1.628964e+01,40489
139,14,1565,1.074555e-03,5.125658e-03,9.838012e-03,0.000000e+00,0.000000e+00,187,3.766009e-06,0,0,0,81,17,1.645374e+01,40523
140,13,1578,1.021103e-03,5.228173e-03,1.000000e-02,0.000000e+00,0.000000e+00,166,1.253392e-04,0,0,0,200,16,1.126998e+01,40484
141,13,1591,7.402729e-04,5.088751e-03,9.928122e-03,0.000000e+00,0.000000e+00,167,6.308682e-05,0,0,0,56,16,1.123002e+01,40468
142,12,1603,1.356700e-03,5.187018e-03,1.000000e-02,0.000000e+00,0.000000e+00,168,3.654031e-04,0,0,0,235,30,1.631124e+01,40123
143,14,1617,9.536851e-04,4.954957e-03,1.128971e-02,0.000000e+00,0.000000e+00,205,1.745044e-04,0,0,0,190,24,1.645374e+01,40086
144,12,1629,1.054498e-03,5.054568e-03,1.199998e-02,0.000000e+00,0.000000e+00,185,2.540151e-04,0,0,0,175,24,1.895374e+01,40344
145,13,1642,1.164280e-03,4.895153e-03,1.000000e-02,0.000000e+00,0.000000e+00,189,3.945751e-04,0,0,0,190,24,1.645374e+01,40495
146,21,1663,8.855583e-04,5.121686e-03,1.025760e-02,0.000000e+00,0.000000e+00,171,2.270397e-05,0,0,0,128,17,1.895374e+01,40649
147,12,1675,1.019417e-03,5.202968e-03,1.000000e-02,0.000000e+00,0.000000e+00,161,4.646558e-04,0,0,0,252,16,1.876998e+01,40591
148,12,1687,1.073914e-03,5.194424e-03,1.148820e-02,0.000000e+00,0.000000e+00,190,1.798326e-04,0,0,0,177,17,1.645374e+01,41036
149,12,1699,1.431905e-03,5.048273e-03,9.647504e-03,0.000000e+00,0.000000e+00,183,5.417361e-06,0,0,0,175,24,1.895374e+01,41068
150,17,1716,9.687723e-04,5.228232e-03,1.091133e-02,0.000000e+00,0.000000e+00,179,9.035748e-05,0,0,0,175,24,1.895374e+01,41372
151,17,1733,8.986371e-04,5.021967e-03,1.000000e-02,0.000000e+00,0.000000e+00,197,1.023310e-05,0,0,0,175,24,1.895374e+01,41342
152,14,1747,8.910834e-04,5.148406e-03,1.139822e-02,0.000000e+00,0.000000e+00,173,8.305583e-05,0,0,0,83,17,1.145374e+01,40685
153,15,1762,1.037795e-03,4.981231e-03,1.000000e-02,0.000000e+00,0.000000e+00,183,9.542816e-06,0,0,0,39,16,1.373002e+01,40686
154,16,1778,6.966197e-04,5.224694e-03,1.091432e-02,0.000000e+00,0.000000e+00,168,8.339468e-05,0,0,0,54,18,1.159957e+01,40460
155,12,1790,1.063064e-03,5.043902e-03,9.427547e-03,0.000000e+00,0.000000e+00,183,5.009564e-04,0,0,0,197,18,1.175191e+01,40504
156,14,1804,8.982554e-04,5.067420e-03,1.004689e-02,0.000000e+00,0.000000e+00,190,3.851283e-05,0,0,0,90,18,1.190580e+01,40233
157,14,1818,8.682750e-04,4.839035e-03,1.000000e-02,0.000000e+00,0.000000e+00,209,2.002011e-05,0,0,0,14,30,1.876494e+01,40420
158,19,1837,8.826732e-04,4.907852e-03,1.286216e-02,0.000000e+00,0.000000e+00,185,1.124343e-05,0,0,0,103,18,1.221544e+01,41055
159,12,1849,9.987251e-04,5.033083e-03,1.001156e-02,0.000000e+00,0.000000e+00,178,6.888236e-05,0,0,0,103,18,1.237194e+01,41071
160,15,1864,1.168972e-03,4.971363e-03,1.226482e-02,0.000000e+00,0.000000e+00,191,9.220532e-05,0,0,0,164,18,1.252935e+01,40712
161,14,1878,9.605995e-04,5.012715e-03,1.059390e-02,0.000000e+00,0.000000e+00,171,1.322509e-04,0,0,0,122,18,1.269011e+01,40823
162,12,1890,1.221953e-03,5.000854e-03,1.000000e-02,0.000000e+00,0.000000e+00,184,4.361672e-04,0,0,0,29,30,1.627216e+01,41290
163,12,1902,1.221967e-03,4.963804e-03,8.947966e-03,0.000000e+00,0.000000e+00,173,6.527441e-04,0,0,0,29,30,1.626858e+01,41565
164,12,1914,9.046528e-04,5.078065e-03,1.000000e-02,0.000000e+00,0.000000e+00,188,7.621629e-05,0,0,0,29,30,1.625201e+01,41650
165,15,1929,1.129819e-03,4.876497e-03,9.308838e-03,0.000000e+00,0.000000e+00,201,5.322810e-06,0,0,0,175,31,1.899585e+01,41973
166,11,1940,1.662869e-03,5.026917e-03,9.308838e-03,0.000000e+00,0.000000e+00,179,1.847635e-06,0,0,0,65,17,1.645374e+01,42346
167,13,1953,1.128713e-03,4.972022e-03,9.233489e-03,0.000000e+00,0.000000e+00,190,2.160502e-04,0,0,0,40,30,1.375864e+01,42082
168,15,1968,1.020812e-03,5.165664e-03,1.090848e-02,0.000000e+00,0.000000e+00,158,1.965004e-04,0,0,0,40,18,1.382475e+01,41908
169,17,1985,1.050302e-03,4.983054e-03,1.000000e-02,0.000000e+00,0.000000e+00,191,3.383285e-04,0,0,0,142,24,1.645374e+01,42242
170,17,2002,9.827031e-04,5.174941e-03,1.000000e-02,0.000000e+00,0.000000e+00,183,5.123498e-04,0,0,0,142,24,1.645374e+01,42508
171,12,2014,9.271780e-04,5.057534e-03,1.007211e-02,0.000000e+00,0.000000e+00,184,4.654761e-04,0,0,0,231,16,1.626998e+01,42752
172,12,2026,9.112414e-04,5.164724e-03,1.021457e-02,0.000000e+00,0.000000e+00,178,1.369225e-04,0,0,0,205,18,1.449962e+01,42757
173,14,2040,1.102930e-03,5.190240e-03,1.240893e-02,0.000000e+00,0.000000e+00,180,5.463280e-04,0,0,0,41,18,1.466813e+01,43018
174,12,2052,1.149749e-03,5.156888e-03,1.049684e-02,0.000000e+00,0.000000e+00,189,1.143023e-04,0,0,0,192,17,1.895374e+01,43324
175,12,2064,1.001020e-03,5.257731e-03,1.000000e-02,0.000000e+00,0.000000e+00,168,8.836136e-04,0,0,0,192,17,1.895374e+01,43649
176,12,2076,9.518794e-04,5.234936e-03,1.000000e-02,0.000000e+00,0.000000e+00,189,4.364582e-04,0,0,0,219,18,1.518285e+01,43724
177,11,2087,9.539163e-04,5.217949e-03,1.054141e-02,0.000000e+00,0.000000e+00,178,1.947831e-04,0,0,0,178,18,1.535926e+01,43789
178,12,2099,9.511898e-04,5.216871e-03,1.008249e-02,0.000000e+00,0.000000e+00,188,2.773831e-04,0,0,0,178,18,1.553440e+01,43850
