boundary,iters,cum_iters,ideal_min,ideal_mean,ideal_max,resid_min,resid_max,rejects,err_max,n_debt,n_subfloor,n_guard
171,14,2053,5.994162e-04,5.059980e-03,1.076280e-02,0.000000e+00,0.000000e+00,172,2.516741e-04,0,0,0
172,13,2066,9.095924e-04,5.138199e-03,1.160326e-02,0.000000e+00,0.000000e+00,175,4.351139e-06,0,0,0
173,11,2077,1.223645e-03,5.129148e-03,1.281654e-02,0.000000e+00,0.000000e+00,181,6.425381e-05,0,0,0
174,10,2087,1.778143e-03,5.305237e-03,1.317690e-02,0.000000e+00,0.000000e+00,170,6.988645e-06,0,0,0
175,11,2098,1.066136e-03,5.222170e-03,1.462651e-02,0.000000e+00,0.000000e+00,181,9.149686e-05,0,0,0
176,11,2109,1.406877e-03,5.386759e-03,1.218766e-02,0.000000e+00,0.000000e+00,137,4.237592e-04,0,0,0
177,14,2123,1.230581e-03,5.247202e-03,1.023671e-02,0.000000e+00,0.000000e+00,188,2.589077e-05,0,0,0
178,16,2139,9.492882e-04,5.409285e-03,1.162883e-02,0.000000e+00,0.000000e+00,155,7.241964e-06,0,0,0
179,14,2153,9.333733e-04,5.086210e-03,1.000000e-02,0.000000e+00,0.000000e+00,193,1.659654e-04,0,0,0
180,12,2165,1.422574e-03,5.282028e-03,1.089000e-02,0.000000e+00,0.000000e+00,175,3.163666e-04,0,0,0
181,11,2176,1.106729e-03,5.187498e-03,1.000000e-02,0.000000e+00,0.000000e+00,184,6.478559e-05,0,0,0
182,11,2187,1.090824e-03,5.227629e-03,1.132019e-02,0.000000e+00,0.000000e+00,166,1.261383e-05,0,0,0
183,11,2198,1.545444e-03,5.192511e-03,1.451355e-02,0.000000e+00,0.000000e+00,178,4.887581e-05,0,0,0
184,13,2211,9.498671e-04,5.317484e-03,1.340454e-02,0.000000e+00,0.000000e+00,171,4.551113e-04,0,0,0
185,14,2225,8.967161e-04,5.198386e-03,1.000000e-02,0.000000e+00,0.000000e+00,181,2.145767e-06,0,0,0
186,23,2248,8.566724e-04,5.328146e-03,1.144608e-02,0.000000e+00,0.000000e+00,166,4.503131e-04,0,0,0
187,15,2263,1.162397e-03,5.269735e-03,1.000000e-02,0.000000e+00,0.000000e+00,178,1.667738e-04,0,0,0
188,11,2274,1.392295e-03,5.407787e-03,1.111067e-02,0.000000e+00,0.000000e+00,164,4.121196e-04,0,0,0
189,15,2289,8.833386e-04,5.286826e-03,1.000000e-02,0.000000e+00,0.000000e+00,180,2.367496e-04,0,0,0
190,19,2308,6.547488e-04,5.469472e-03,1.194158e-02,0.000000e+00,0.000000e+00,173,6.157756e-04,0,0,0
191,16,2324,9.646521e-04,5.258409e-03,1.221761e-02,0.000000e+00,0.000000e+00,207,2.304316e-04,0,0,0
HIST {'total_samples': 169532, 'floor_samples': 0, 'floor_fraction': 0.0, 'saturation_depth': 0.0, 'boundaries': 192, 'capped_boundaries': 0, 'unfinished_worlds': 0}
192,24,2348,9.845868e-04,5.384542e-03,1.346712e-02,0.000000e+00,0.000000e+00,174,8.344650e-07,0,0,0
193,23,2371,7.155072e-04,5.291228e-03,9.538261e-03,0.000000e+00,0.000000e+00,172,4.705787e-05,0,0,0
194,19,2390,7.251333e-04,5.365290e-03,1.036798e-02,0.000000e+00,0.000000e+00,163,5.846918e-04,0,0,0
195,13,2403,1.011013e-03,5.334137e-03,1.103484e-02,0.000000e+00,0.000000e+00,160,7.427037e-04,0,0,0
196,10,2413,1.519090e-03,5.346875e-03,1.128319e-02,0.000000e+00,0.000000e+00,168,2.026558e-06,0,0,0
197,10,2423,1.550805e-03,5.297916e-03,1.000000e-02,0.000000e+00,0.000000e+00,171,3.067255e-04,0,0,0
198,12,2435,1.254420e-03,5.478728e-03,1.110773e-02,0.000000e+00,0.000000e+00,172,4.541874e-05,0,0,0
199,12,2447,1.196624e-03,5.372637e-03,1.180270e-02,0.000000e+00,0.000000e+00,180,8.082464e-04,0,0,0
200,13,2460,8.579001e-04,5.230763e-03,1.053494e-02,0.000000e+00,0.000000e+00,199,3.859736e-04,0,0,0
201,13,2473,1.175785e-03,5.207554e-03,1.198906e-02,0.000000e+00,0.000000e+00,171,7.025301e-04,0,0,0
202,14,2487,9.863947e-04,5.284315e-03,1.000000e-02,0.000000e+00,0.000000e+00,173,2.129935e-04,0,0,0
203,10,2497,1.754420e-03,5.319856e-03,1.195623e-02,0.000000e+00,0.000000e+00,167,1.345575e-04,0,0,0
204,11,2508,1.352227e-03,5.497042e-03,1.595744e-02,0.000000e+00,0.000000e+00,162,1.568869e-04,0,0,0
205,13,2521,9.262687e-04,5.218972e-03,1.000000e-02,0.000000e+00,0.000000e+00,212,2.954602e-04,0,0,0
206,13,2534,8.707068e-04,5.363318e-03,1.252220e-02,0.000000e+00,0.000000e+00,164,1.668930e-06,0,0,0
207,12,2546,8.853005e-04,5.230027e-03,1.011384e-02,0.000000e+00,0.000000e+00,178,1.497343e-04,0,0,0
208,15,2561,1.016856e-03,5.259179e-03,1.089000e-02,0.000000e+00,0.000000e+00,182,1.062527e-04,0,0,0
209,13,2574,8.266627e-04,5.184391e-03,1.000000e-02,0.000000e+00,0.000000e+00,187,3.502937e-05,0,0,0
210,20,2594,9.675146e-04,5.365971e-03,1.317690e-02,0.000000e+00,0.000000e+00,161,1.972914e-05,0,0,0
211,20,2614,7.005953e-04,5.163200e-03,1.000000e-02,0.000000e+00,0.000000e+00,200,1.263618e-05,0,0,0
212,14,2628,1.453547e-03,5.363246e-03,1.188528e-02,0.000000e+00,0.000000e+00,147,4.205108e-04,0,0,0
